Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2004-2005,Group stage,1,2004-09-14,Arsenal,PSV Eindhoven,eng,nl,1.0,0.0,1.0
2004-2005,Group stage,1,2004-09-14,Valencia,Anderlecht,es,be,2.0,0.0,1.0
2004-2005,Group stage,1,2004-09-14,Panathinaikos,Rosenborg,gr,no,2.0,1.0,1.0
2004-2005,Group stage,1,2004-09-14,Inter,Werder Bremen,it,de,2.0,0.0,1.0
2004-2005,Group stage,1,2004-09-14,Shakhtar,Milan,ua,it,0.0,1.0,0.0
2004-2005,Group stage,1,2004-09-14,Celtic,Barcelona,sct,es,1.0,3.0,0.0
2004-2005,Group stage,1,2004-09-14,Porto,CSKA Moscow,pt,ru,0.0,0.0,0.5
2004-2005,Group stage,1,2004-09-14,Paris S-G,Chelsea,fr,eng,0.0,3.0,0.0
2004-2005,Group stage,1,2004-09-15,Roma,Dynamo Kyiv,it,ua,0.0,3.0,0.0
2004-2005,Group stage,1,2004-09-15,Ajax,Juventus,nl,it,0.0,1.0,0.0
2004-2005,Group stage,1,2004-09-15,Liverpool,Monaco,eng,fr,2.0,0.0,1.0
2004-2005,Group stage,1,2004-09-15,Lyon,Manchester Utd,fr,eng,2.0,2.0,0.5
2004-2005,Group stage,1,2004-09-15,Maccabi Tel Aviv,Bayern Munich,il,de,0.0,1.0,0.0
2004-2005,Group stage,1,2004-09-15,Leverkusen,Real Madrid,de,es,3.0,0.0,1.0
2004-2005,Group stage,1,2004-09-15,La Coruña,Olympiacos,es,gr,0.0,0.0,0.5
2004-2005,Group stage,1,2004-09-15,Fenerbahçe,Sparta Prague,tr,cz,1.0,0.0,1.0
2004-2005,Group stage,2,2004-09-28,Monaco,La Coruña,fr,es,2.0,0.0,1.0
2004-2005,Group stage,2,2004-09-28,Real Madrid,Roma,es,it,4.0,2.0,1.0
2004-2005,Group stage,2,2004-09-28,Manchester Utd,Fenerbahçe,eng,tr,6.0,2.0,1.0
2004-2005,Group stage,2,2004-09-28,Bayern Munich,Ajax,de,nl,4.0,0.0,1.0
2004-2005,Group stage,2,2004-09-28,Olympiacos,Liverpool,gr,eng,1.0,0.0,1.0
2004-2005,Group stage,2,2004-09-28,Sparta Prague,Lyon,cz,fr,1.0,2.0,0.0
2004-2005,Group stage,2,2004-09-28,Dynamo Kyiv,Leverkusen,ua,de,4.0,2.0,1.0
2004-2005,Group stage,2,2004-09-28,Juventus,Maccabi Tel Aviv,it,il,1.0,0.0,1.0
2004-2005,Group stage,2,2004-09-29,Barcelona,Shakhtar,es,ua,3.0,0.0,1.0
2004-2005,Group stage,2,2004-09-29,Milan,Celtic,it,sct,3.0,1.0,1.0
2004-2005,Group stage,2,2004-09-29,Anderlecht,Inter,be,it,1.0,3.0,0.0
2004-2005,Group stage,2,2004-09-29,Werder Bremen,Valencia,de,es,2.0,1.0,1.0
2004-2005,Group stage,2,2004-09-29,CSKA Moscow,Paris S-G,ru,fr,2.0,0.0,1.0
2004-2005,Group stage,2,2004-09-29,Rosenborg,Arsenal,no,eng,1.0,1.0,0.5
2004-2005,Group stage,2,2004-09-29,PSV Eindhoven,Panathinaikos,nl,gr,1.0,0.0,1.0
2004-2005,Group stage,2,2004-09-29,Chelsea,Porto,eng,pt,3.0,1.0,1.0
2004-2005,Group stage,3,2004-10-19,Liverpool,La Coruña,eng,es,0.0,0.0,0.5
2004-2005,Group stage,3,2004-10-19,Sparta Prague,Manchester Utd,cz,eng,0.0,0.0,0.5
2004-2005,Group stage,3,2004-10-19,Real Madrid,Dynamo Kyiv,es,ua,1.0,0.0,1.0
2004-2005,Group stage,3,2004-10-19,Juventus,Bayern Munich,it,de,1.0,0.0,1.0
2004-2005,Group stage,3,2004-10-19,Leverkusen,Roma,de,it,3.0,1.0,1.0
2004-2005,Group stage,3,2004-10-19,Fenerbahçe,Lyon,tr,fr,1.0,3.0,0.0
2004-2005,Group stage,3,2004-10-19,Ajax,Maccabi Tel Aviv,nl,il,3.0,0.0,1.0
2004-2005,Group stage,3,2004-10-19,Monaco,Olympiacos,fr,gr,2.0,1.0,1.0
2004-2005,Group stage,3,2004-10-20,Panathinaikos,Arsenal,gr,eng,2.0,2.0,0.5
2004-2005,Group stage,3,2004-10-20,Chelsea,CSKA Moscow,eng,ru,2.0,0.0,1.0
2004-2005,Group stage,3,2004-10-20,Valencia,Inter,es,it,1.0,5.0,0.0
2004-2005,Group stage,3,2004-10-20,Shakhtar,Celtic,ua,sct,3.0,0.0,1.0
2004-2005,Group stage,3,2004-10-20,Milan,Barcelona,it,es,1.0,0.0,1.0
2004-2005,Group stage,3,2004-10-20,Rosenborg,PSV Eindhoven,no,nl,1.0,2.0,0.0
2004-2005,Group stage,3,2004-10-20,Paris S-G,Porto,fr,pt,2.0,0.0,1.0
2004-2005,Group stage,3,2004-10-20,Anderlecht,Werder Bremen,be,de,1.0,2.0,0.0
2004-2005,Group stage,4,2004-11-02,Porto,Paris S-G,pt,fr,0.0,0.0,0.5
2004-2005,Group stage,4,2004-11-02,CSKA Moscow,Chelsea,ru,eng,0.0,1.0,0.0
2004-2005,Group stage,4,2004-11-02,Celtic,Shakhtar,sct,ua,1.0,0.0,1.0
2004-2005,Group stage,4,2004-11-02,Werder Bremen,Anderlecht,de,be,5.0,1.0,1.0
2004-2005,Group stage,4,2004-11-02,Arsenal,Panathinaikos,eng,gr,1.0,1.0,0.5
2004-2005,Group stage,4,2004-11-02,Barcelona,Milan,es,it,2.0,1.0,1.0
2004-2005,Group stage,4,2004-11-02,Inter,Valencia,it,es,0.0,0.0,0.5
2004-2005,Group stage,4,2004-11-02,PSV Eindhoven,Rosenborg,nl,no,1.0,0.0,1.0
2004-2005,Group stage,4,2004-11-03,Maccabi Tel Aviv,Ajax,il,nl,2.0,1.0,1.0
2004-2005,Group stage,4,2004-11-03,Manchester Utd,Sparta Prague,eng,cz,4.0,1.0,1.0
2004-2005,Group stage,4,2004-11-03,Roma,Leverkusen,it,de,1.0,1.0,0.5
2004-2005,Group stage,4,2004-11-03,Lyon,Fenerbahçe,fr,tr,4.0,2.0,1.0
2004-2005,Group stage,4,2004-11-03,Bayern Munich,Juventus,de,it,0.0,1.0,0.0
2004-2005,Group stage,4,2004-11-03,La Coruña,Liverpool,es,eng,0.0,1.0,0.0
2004-2005,Group stage,4,2004-11-03,Olympiacos,Monaco,gr,fr,1.0,0.0,1.0
2004-2005,Group stage,4,2004-11-03,Dynamo Kyiv,Real Madrid,ua,es,2.0,2.0,0.5
2004-2005,Group stage,5,2004-11-23,Bayern Munich,Maccabi Tel Aviv,de,il,5.0,1.0,1.0
2004-2005,Group stage,5,2004-11-23,Dynamo Kyiv,Roma,ua,it,2.0,0.0,1.0
2004-2005,Group stage,5,2004-11-23,Manchester Utd,Lyon,eng,fr,2.0,1.0,1.0
2004-2005,Group stage,5,2004-11-23,Juventus,Ajax,it,nl,1.0,0.0,1.0
2004-2005,Group stage,5,2004-11-23,Sparta Prague,Fenerbahçe,cz,tr,0.0,1.0,0.0
2004-2005,Group stage,5,2004-11-23,Olympiacos,La Coruña,gr,es,1.0,0.0,1.0
2004-2005,Group stage,5,2004-11-23,Real Madrid,Leverkusen,es,de,1.0,1.0,0.5
2004-2005,Group stage,5,2004-11-23,Monaco,Liverpool,fr,eng,1.0,0.0,1.0
2004-2005,Group stage,5,2004-11-24,Chelsea,Paris S-G,eng,fr,0.0,0.0,0.5
2004-2005,Group stage,5,2004-11-24,Anderlecht,Valencia,be,es,1.0,2.0,0.0
2004-2005,Group stage,5,2004-11-24,PSV Eindhoven,Arsenal,nl,eng,1.0,1.0,0.5
2004-2005,Group stage,5,2004-11-24,Milan,Shakhtar,it,ua,4.0,0.0,1.0
2004-2005,Group stage,5,2004-11-24,CSKA Moscow,Porto,ru,pt,0.0,1.0,0.0
2004-2005,Group stage,5,2004-11-24,Rosenborg,Panathinaikos,no,gr,2.0,2.0,0.5
2004-2005,Group stage,5,2004-11-24,Werder Bremen,Inter,de,it,1.0,1.0,0.5
2004-2005,Group stage,5,2004-11-24,Barcelona,Celtic,es,sct,1.0,1.0,0.5
2004-2005,Group stage,6,2004-12-07,Shakhtar,Barcelona,ua,es,2.0,0.0,1.0
2004-2005,Group stage,6,2004-12-07,Arsenal,Rosenborg,eng,no,5.0,1.0,1.0
2004-2005,Group stage,6,2004-12-07,Valencia,Werder Bremen,es,de,0.0,2.0,0.0
2004-2005,Group stage,6,2004-12-07,Panathinaikos,PSV Eindhoven,gr,nl,4.0,1.0,1.0
2004-2005,Group stage,6,2004-12-07,Celtic,Milan,sct,it,0.0,0.0,0.5
2004-2005,Group stage,6,2004-12-07,Paris S-G,CSKA Moscow,fr,ru,1.0,3.0,0.0
2004-2005,Group stage,6,2004-12-07,Porto,Chelsea,pt,eng,2.0,1.0,1.0
2004-2005,Group stage,6,2004-12-07,Inter,Anderlecht,it,be,3.0,0.0,1.0
2004-2005,Group stage,6,2004-12-08,Liverpool,Olympiacos,eng,gr,3.0,1.0,1.0
2004-2005,Group stage,6,2004-12-08,Leverkusen,Dynamo Kyiv,de,ua,3.0,0.0,1.0
2004-2005,Group stage,6,2004-12-08,Roma,Real Madrid,it,es,0.0,3.0,0.0
2004-2005,Group stage,6,2004-12-08,Maccabi Tel Aviv,Juventus,il,it,1.0,1.0,0.5
2004-2005,Group stage,6,2004-12-08,Fenerbahçe,Manchester Utd,tr,eng,3.0,0.0,1.0
2004-2005,Group stage,6,2004-12-08,La Coruña,Monaco,es,fr,0.0,5.0,0.0
2004-2005,Group stage,6,2004-12-08,Lyon,Sparta Prague,fr,cz,5.0,0.0,1.0
2004-2005,Group stage,6,2004-12-08,Ajax,Bayern Munich,nl,de,2.0,2.0,0.5
2004-2005,Round of 16,,2005-02-22,Bayern Munich,Arsenal,de,eng,3.0,1.0,1.0
2004-2005,Round of 16,,2005-02-22,Real Madrid,Juventus,es,it,1.0,0.0,1.0
2004-2005,Round of 16,,2005-02-22,Liverpool,Leverkusen,eng,de,3.0,1.0,1.0
2004-2005,Round of 16,,2005-02-22,PSV Eindhoven,Monaco,nl,fr,1.0,0.0,1.0
2004-2005,Round of 16,,2005-02-23,Werder Bremen,Lyon,de,fr,0.0,3.0,0.0
2004-2005,Round of 16,,2005-02-23,Porto,Inter,pt,it,1.0,1.0,0.5
2004-2005,Round of 16,,2005-02-23,Manchester Utd,Milan,eng,it,0.0,1.0,0.0
2004-2005,Round of 16,,2005-02-23,Barcelona,Chelsea,es,eng,2.0,1.0,1.0
2004-2005,Round of 16,,2005-03-08,Milan,Manchester Utd,it,eng,1.0,0.0,1.0
2004-2005,Round of 16,,2005-03-08,Lyon,Werder Bremen,fr,de,7.0,2.0,1.0
2004-2005,Round of 16,,2005-03-08,Chelsea,Barcelona,eng,es,4.0,2.0,1.0
2004-2005,Round of 16,,2005-03-09,Monaco,PSV Eindhoven,fr,nl,0.0,2.0,0.0
2004-2005,Round of 16,,2005-03-09,Arsenal,Bayern Munich,eng,de,1.0,0.0,1.0
2004-2005,Round of 16,,2005-03-09,Juventus,Real Madrid,it,es,2.0,0.0,1.0
2004-2005,Round of 16,,2005-03-09,Leverkusen,Liverpool,de,eng,1.0,3.0,0.0
2004-2005,Round of 16,,2005-03-15,Inter,Porto,it,pt,3.0,1.0,1.0
2004-2005,Quarter-finals,,2005-04-05,Liverpool,Juventus,eng,it,2.0,1.0,1.0
2004-2005,Quarter-finals,,2005-04-05,Lyon,PSV Eindhoven,fr,nl,1.0,1.0,0.5
2004-2005,Quarter-finals,,2005-04-06,Chelsea,Bayern Munich,eng,de,4.0,2.0,1.0
2004-2005,Quarter-finals,,2005-04-06,Milan,Inter,it,it,2.0,0.0,1.0
2004-2005,Quarter-finals,,2005-04-12,Inter,Milan,it,it,0.0,3.0,0.0
2004-2005,Quarter-finals,,2005-04-12,Bayern Munich,Chelsea,de,eng,3.0,2.0,1.0
