Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2000-2001,First group stage,1,2000-09-12,Sporting CP,Real Madrid,pt,es,2,2,0.5
2000-2001,First group stage,1,2000-09-12,Lyon,Heerenveen,fr,nl,3,1,1.0
2000-2001,First group stage,1,2000-09-12,Galatasaray,Monaco,tr,fr,3,2,1.0
2000-2001,First group stage,1,2000-09-12,Rangers,Sturm Graz,sct,at,5,0,1.0
2000-2001,First group stage,1,2000-09-12,Sparta Prague,Arsenal,cz,eng,0,1,0.0
2000-2001,First group stage,1,2000-09-12,Valencia,Olympiacos,es,gr,2,1,1.0
2000-2001,First group stage,1,2000-09-12,Spartak Moscow,Leverkusen,ru,de,2,0,1.0
2000-2001,First group stage,1,2000-09-12,Shakhtar Donetsk,Lazio,ua,it,0,3,0.0
2000-2001,First group stage,1,2000-09-13,Manchester Utd,Anderlecht,eng,be,5,1,1.0
2000-2001,First group stage,1,2000-09-13,Panathinaikos,La Coruña,gr,es,1,1,0.5
2000-2001,First group stage,1,2000-09-13,Rosenborg,Paris S-G,no,fr,3,1,1.0
2000-2001,First group stage,1,2000-09-13,Helsingborg,Bayern Munich,se,de,1,3,0.0
2000-2001,First group stage,1,2000-09-13,Hamburger SV,Juventus,de,it,4,4,0.5
2000-2001,First group stage,1,2000-09-13,Barcelona,Leeds United,es,eng,4,0,1.0
2000-2001,First group stage,1,2000-09-13,PSV Eindhoven,Dynamo Kyiv,nl,ua,2,1,1.0
2000-2001,First group stage,1,2000-09-13,Milan,Beşiktaş,it,tr,4,1,1.0
2000-2001,First group stage,2,2000-09-19,Bayern Munich,Rosenborg,de,no,3,1,1.0
2000-2001,First group stage,2,2000-09-19,Paris S-G,Helsingborg,fr,se,4,1,1.0
2000-2001,First group stage,2,2000-09-19,Beşiktaş,Barcelona,tr,es,3,0,1.0
2000-2001,First group stage,2,2000-09-19,Dynamo Kyiv,Manchester Utd,ua,eng,0,0,0.5
2000-2001,First group stage,2,2000-09-19,Juventus,Panathinaikos,it,gr,2,1,1.0
2000-2001,First group stage,2,2000-09-19,Leeds United,Milan,eng,it,1,0,1.0
2000-2001,First group stage,2,2000-09-19,Anderlecht,PSV Eindhoven,be,nl,1,0,1.0
2000-2001,First group stage,2,2000-09-19,La Coruña,Hamburger SV,es,de,2,1,1.0
2000-2001,First group stage,2,2000-09-20,Sturm Graz,Galatasaray,at,tr,3,0,1.0
2000-2001,First group stage,2,2000-09-20,Leverkusen,Sporting CP,de,pt,3,2,1.0
2000-2001,First group stage,2,2000-09-20,Heerenveen,Valencia,nl,es,0,1,0.0
2000-2001,First group stage,2,2000-09-20,Olympiacos,Lyon,gr,fr,2,1,1.0
2000-2001,First group stage,2,2000-09-20,Monaco,Rangers,fr,sct,0,1,0.0
2000-2001,First group stage,2,2000-09-20,Lazio,Sparta Prague,it,cz,3,0,1.0
2000-2001,First group stage,2,2000-09-20,Real Madrid,Spartak Moscow,es,ru,1,0,1.0
2000-2001,First group stage,2,2000-09-20,Arsenal,Shakhtar Donetsk,eng,ua,3,2,1.0
2000-2001,First group stage,3,2000-09-26,Barcelona,Milan,es,it,0,2,0.0
2000-2001,First group stage,3,2000-09-26,Dynamo Kyiv,Anderlecht,ua,be,4,0,1.0
2000-2001,First group stage,3,2000-09-26,Juventus,La Coruña,it,es,0,0,0.5
2000-2001,First group stage,3,2000-09-26,Rosenborg,Helsingborg,no,se,6,1,1.0
2000-2001,First group stage,3,2000-09-26,Leeds United,Beşiktaş,eng,tr,6,0,1.0
2000-2001,First group stage,3,2000-09-26,Hamburger SV,Panathinaikos,de,gr,0,1,0.0
2000-2001,First group stage,3,2000-09-26,PSV Eindhoven,Manchester Utd,nl,eng,3,1,1.0
2000-2001,First group stage,3,2000-09-26,Paris S-G,Bayern Munich,fr,de,1,0,1.0
2000-2001,First group stage,3,2000-09-27,Sparta Prague,Shakhtar Donetsk,cz,ua,3,2,1.0
2000-2001,First group stage,3,2000-09-27,Monaco,Sturm Graz,fr,at,5,0,1.0
2000-2001,First group stage,3,2000-09-27,Spartak Moscow,Sporting CP,ru,pt,3,1,1.0
2000-2001,First group stage,3,2000-09-27,Olympiacos,Heerenveen,gr,nl,2,0,1.0
2000-2001,First group stage,3,2000-09-27,Valencia,Lyon,es,fr,1,0,1.0
2000-2001,First group stage,3,2000-09-27,Arsenal,Lazio,eng,it,2,0,1.0
2000-2001,First group stage,3,2000-09-27,Galatasaray,Rangers,tr,sct,3,2,1.0
2000-2001,First group stage,3,2000-09-27,Leverkusen,Real Madrid,de,es,2,3,0.0
2000-2001,First group stage,4,2000-10-17,Sporting CP,Spartak Moscow,pt,ru,0,3,0.0
2000-2001,First group stage,4,2000-10-17,Rangers,Galatasaray,sct,tr,0,0,0.5
2000-2001,First group stage,4,2000-10-17,Lyon,Valencia,fr,es,1,2,0.0
2000-2001,First group stage,4,2000-10-17,Heerenveen,Olympiacos,nl,gr,1,0,1.0
2000-2001,First group stage,4,2000-10-17,Shakhtar Donetsk,Sparta Prague,ua,cz,2,1,1.0
2000-2001,First group stage,4,2000-10-17,Real Madrid,Leverkusen,es,de,5,3,1.0
2000-2001,First group stage,4,2000-10-17,Sturm Graz,Monaco,at,fr,2,0,1.0
2000-2001,First group stage,4,2000-10-17,Lazio,Arsenal,it,eng,1,1,0.5
2000-2001,First group stage,4,2000-10-18,Manchester Utd,PSV Eindhoven,eng,nl,3,1,1.0
2000-2001,First group stage,4,2000-10-18,Panathinaikos,Hamburger SV,gr,de,0,0,0.5
2000-2001,First group stage,4,2000-10-18,La Coruña,Juventus,es,it,1,1,0.5
2000-2001,First group stage,4,2000-10-18,Helsingborg,Rosenborg,se,no,2,0,1.0
2000-2001,First group stage,4,2000-10-18,Bayern Munich,Paris S-G,de,fr,2,0,1.0
2000-2001,First group stage,4,2000-10-18,Anderlecht,Dynamo Kyiv,be,ua,4,2,1.0
2000-2001,First group stage,4,2000-10-18,Milan,Barcelona,it,es,3,3,0.5
2000-2001,First group stage,4,2000-10-18,Beşiktaş,Leeds United,tr,eng,0,0,0.5
2000-2001,First group stage,5,2000-10-24,Beşiktaş,Milan,tr,it,0,2,0.0
2000-2001,First group stage,5,2000-10-24,Dynamo Kyiv,PSV Eindhoven,ua,nl,0,1,0.0
2000-2001,First group stage,5,2000-10-24,La Coruña,Panathinaikos,es,gr,1,0,1.0
2000-2001,First group stage,5,2000-10-24,Paris S-G,Rosenborg,fr,no,7,2,1.0
2000-2001,First group stage,5,2000-10-24,Juventus,Hamburger SV,it,de,1,3,0.0
2000-2001,First group stage,5,2000-10-24,Leeds United,Barcelona,eng,es,1,1,0.5
2000-2001,First group stage,5,2000-10-24,Anderlecht,Manchester Utd,be,eng,2,1,1.0
2000-2001,First group stage,5,2000-10-24,Bayern Munich,Helsingborg,de,se,0,0,0.5
2000-2001,First group stage,5,2000-10-25,Leverkusen,Spartak Moscow,de,ru,1,0,1.0
2000-2001,First group stage,5,2000-10-25,Sturm Graz,Rangers,at,sct,2,0,1.0
2000-2001,First group stage,5,2000-10-25,Arsenal,Sparta Prague,eng,cz,4,2,1.0
2000-2001,First group stage,5,2000-10-25,Lazio,Shakhtar Donetsk,it,ua,5,1,1.0
