Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2012-2013,Group stage,5,2012-11-20,Nordsjælland,Shakhtar,dk,ua,2,5,0.0
2012-2013,Group stage,5,2012-11-20,Valencia,Bayern Munich,es,de,1,1,0.5
2012-2013,Group stage,5,2012-11-20,Galatasaray,Manchester Utd,tr,eng,1,0,1.0
2012-2013,Group stage,5,2012-11-20,Benfica,Celtic,pt,sct,2,1,1.0
2012-2013,Group stage,5,2012-11-20,BATE Borisov,Lille,by,fr,0,2,0.0
2012-2013,Group stage,5,2012-11-21,Schalke 04,Olympiacos,de,gr,1,0,1.0
2012-2013,Group stage,5,2012-11-21,Porto,Dinamo Zagreb,pt,hr,3,0,1.0
2012-2013,Group stage,5,2012-11-21,Arsenal,Montpellier,eng,fr,2,0,1.0
2012-2013,Group stage,5,2012-11-21,Zenit,Málaga,ru,es,2,2,0.5
2012-2013,Group stage,5,2012-11-21,Ajax,Dortmund,nl,de,1,4,0.0
2012-2013,Group stage,5,2012-11-21,Manchester City,Real Madrid,eng,es,1,1,0.5
2012-2013,Group stage,5,2012-11-21,Anderlecht,Milan,be,it,1,3,0.0
2012-2013,Group stage,5,2012-11-21,Dynamo Kyiv,Paris S-G,ua,fr,0,2,0.0
2012-2013,Group stage,6,2012-12-04,Paris S-G,Porto,fr,pt,2,1,1.0
2012-2013,Group stage,6,2012-12-04,Dinamo Zagreb,Dynamo Kyiv,hr,ua,1,1,0.5
2012-2013,Group stage,6,2012-12-04,Málaga,Anderlecht,es,be,2,2,0.5
2012-2013,Group stage,6,2012-12-04,Milan,Zenit,it,ru,0,1,0.0
2012-2013,Group stage,6,2012-12-04,Dortmund,Manchester City,de,eng,1,0,1.0
2012-2013,Group stage,6,2012-12-04,Montpellier,Schalke 04,fr,de,1,1,0.5
2012-2013,Group stage,6,2012-12-04,Olympiacos,Arsenal,gr,eng,2,1,1.0
2012-2013,Group stage,6,2012-12-04,Real Madrid,Ajax,es,nl,4,1,1.0
2012-2013,Group stage,6,2012-12-05,Lille,Valencia,fr,es,0,1,0.0
2012-2013,Group stage,6,2012-12-05,Bayern Munich,BATE Borisov,de,by,4,1,1.0
2012-2013,Group stage,6,2012-12-05,Braga,Galatasaray,pt,tr,1,2,0.0
2012-2013,Group stage,6,2012-12-05,Barcelona,Benfica,es,pt,0,0,0.5
2012-2013,Group stage,6,2012-12-05,Celtic,Spartak Moscow,sct,ru,2,1,1.0
2012-2013,Group stage,6,2012-12-05,Chelsea,Nordsjælland,eng,dk,6,1,1.0
2012-2013,Group stage,6,2012-12-05,Shakhtar,Juventus,ua,it,0,1,0.0
2012-2013,Group stage,6,2012-12-05,Manchester Utd,CFR Cluj,eng,ro,0,1,0.0
2012-2013,Round of 16,,2013-02-12,Celtic,Juventus,sct,it,0,3,0.0
2012-2013,Round of 16,,2013-02-12,Valencia,Paris S-G,es,fr,1,2,0.0
2012-2013,Round of 16,,2013-02-13,Shakhtar,Dortmund,ua,de,2,2,0.5
2012-2013,Round of 16,,2013-02-13,Real Madrid,Manchester Utd,es,eng,1,1,0.5
2012-2013,Round of 16,,2013-02-19,Arsenal,Bayern Munich,eng,de,1,3,0.0
2012-2013,Round of 16,,2013-02-19,Porto,Málaga,pt,es,1,0,1.0
2012-2013,Round of 16,,2013-02-20,Milan,Barcelona,it,es,2,0,1.0
2012-2013,Round of 16,,2013-02-20,Galatasaray,Schalke 04,tr,de,1,1,0.5
2012-2013,Round of 16,,2013-03-05,Dortmund,Shakhtar,de,ua,3,0,1.0
2012-2013,Round of 16,,2013-03-05,Manchester Utd,Real Madrid,eng,es,1,2,0.0
2012-2013,Round of 16,,2013-03-06,Paris S-G,Valencia,fr,es,1,1,0.5
2012-2013,Round of 16,,2013-03-06,Juventus,Celtic,it,sct,2,0,1.0
2012-2013,Round of 16,,2013-03-12,Schalke 04,Galatasaray,de,tr,2,3,0.0
2012-2013,Round of 16,,2013-03-12,Barcelona,Milan,es,it,4,0,1.0
2012-2013,Round of 16,,2013-03-13,Málaga,Porto,es,pt,2,0,1.0
2012-2013,Round of 16,,2013-03-13,Bayern Munich,Arsenal,de,eng,0,2,0.0
2012-2013,Quarter-finals,,2013-04-02,Paris S-G,Barcelona,fr,es,2,2,0.5
2012-2013,Quarter-finals,,2013-04-02,Bayern Munich,Juventus,de,it,2,0,1.0
2012-2013,Quarter-finals,,2013-04-03,Málaga,Dortmund,es,de,0,0,0.5
2012-2013,Quarter-finals,,2013-04-03,Real Madrid,Galatasaray,es,tr,3,0,1.0
2012-2013,Quarter-finals,,2013-04-09,Dortmund,Málaga,de,es,3,2,1.0
2012-2013,Quarter-finals,,2013-04-09,Galatasaray,Real Madrid,tr,es,3,2,1.0
2012-2013,Quarter-finals,,2013-04-10,Barcelona,Paris S-G,es,fr,1,1,0.5
2012-2013,Quarter-finals,,2013-04-10,Juventus,Bayern Munich,it,de,0,2,0.0
2012-2013,Semi-finals,,2013-04-23,Bayern Munich,Barcelona,de,es,4,0,1.0
2012-2013,Semi-finals,,2013-04-24,Dortmund,Real Madrid,de,es,4,1,1.0
2012-2013,Semi-finals,,2013-04-30,Real Madrid,Dortmund,es,de,2,0,1.0
2012-2013,Semi-finals,,2013-05-01,Barcelona,Bayern Munich,es,de,0,3,0.0
2012-2013,Final,,2013-05-25,Dortmund,Bayern Munich,de,de,1,2,0.0
