Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
1993-1994,Preliminary round,,1993-08-18,HJK Helsinki,FC Norma Tallinn,fi,ee,1.0,1.0,0.5
1993-1994,Preliminary round,,1993-08-18,B68 Toftir,Croatia Zagreb,fo,hr,0.0,5.0,0.0
1993-1994,Preliminary round,,1993-08-18,Skonto FC,NK Olimpija Ljubljana,lv,si,0.0,1.0,0.0
1993-1994,Preliminary round,,1993-08-18,FC Dinamo Tbilisi,Linfield FC,ge,nir,2.0,1.0,1.0
1993-1994,Preliminary round,,1993-08-18,FC Zimbru Chișinău,Beitar Jerusalem,md,il,1.0,1.0,0.5
1993-1994,Preliminary round,,1993-08-18,AC Omonia,Aarau,cy,ch,2.0,1.0,1.0
1993-1994,Preliminary round,,1993-08-18,FC Avenir Beggen,Rosenborg,lu,no,0.0,2.0,0.0
1993-1994,Preliminary round,,1993-08-18,Cwmbrân Town AFC,Cork City FC,wls,ie,3.0,2.0,1.0
1993-1994,Preliminary round,,1993-08-18,FK Ekranas,Floriana FC,lt,mt,0.0,1.0,0.0
1993-1994,Preliminary round,,1993-08-22,Partizani Tirana,Íþróttabandalag Akraness,al,is,0.0,0.0,0.5
1993-1994,Preliminary round,,1993-09-01,Croatia Zagreb,B68 Toftir,hr,fo,6.0,0.0,1.0
1993-1994,Preliminary round,,1993-09-01,Cork City FC,Cwmbrân Town AFC,ie,wls,2.0,1.0,1.0
1993-1994,Preliminary round,,1993-09-01,NK Olimpija Ljubljana,Skonto FC,si,lv,,,0.5
1993-1994,Preliminary round,,1993-09-01,Linfield FC,FC Dinamo Tbilisi,nir,ge,1.0,1.0,0.5
1993-1994,Preliminary round,,1993-09-01,Floriana FC,FK Ekranas,mt,lt,1.0,0.0,1.0
1993-1994,Preliminary round,,1993-09-01,Íþróttabandalag Akraness,Partizani Tirana,is,al,3.0,0.0,1.0
1993-1994,Preliminary round,,1993-09-01,Aarau,AC Omonia,ch,cy,2.0,0.0,1.0
1993-1994,Preliminary round,,1993-09-01,FC Norma Tallinn,HJK Helsinki,ee,fi,0.0,1.0,0.0
1993-1994,Preliminary round,,1993-09-01,Rosenborg,FC Avenir Beggen,no,lu,1.0,0.0,1.0
1993-1994,Preliminary round,,1993-09-01,Beitar Jerusalem,FC Zimbru Chișinău,il,md,2.0,0.0,1.0
1993-1994,First round,,1993-09-15,Lech Poznań,Beitar Jerusalem,pl,il,3.0,0.0,1.0
1993-1994,First round,,1993-09-15,Galatasaray,Cork City FC,tr,ie,2.0,1.0,1.0
1993-1994,First round,,1993-09-15,Dynamo Kyiv,Barcelona,ua,es,3.0,1.0,1.0
1993-1994,First round,,1993-09-15,Rosenborg,Austria Wien,no,at,3.0,1.0,1.0
1993-1994,First round,,1993-09-15,Monaco,AEK Athens,fr,gr,1.0,0.0,1.0
1993-1994,First round,,1993-09-15,AIK Stockholm,Sparta Prague,se,cz,1.0,0.0,1.0
1993-1994,First round,,1993-09-15,Honvéd,Manchester Utd,hu,eng,2.0,3.0,0.0
1993-1994,First round,,1993-09-15,Steaua,Croatia Zagreb,ro,hr,1.0,2.0,0.0
1993-1994,First round,,1993-09-15,Íþróttabandalag Akraness,Feyenoord,is,nl,1.0,0.0,1.0
1993-1994,First round,,1993-09-15,HJK Helsinki,Anderlecht,fi,be,0.0,3.0,0.0
1993-1994,First round,,1993-09-15,Porto,Floriana FC,pt,mt,2.0,0.0,1.0
1993-1994,First round,,1993-09-15,Rangers,Levski Sofia,sct,bg,3.0,2.0,1.0
1993-1994,First round,,1993-09-15,Aarau,Milan,ch,it,0.0,1.0,0.0
1993-1994,First round,,1993-09-15,Skonto FC,Spartak Moscow,lv,ru,0.0,5.0,0.0
1993-1994,First round,,1993-09-16,Linfield FC,FC Copenhagen,nir,dk,3.0,0.0,1.0
1993-1994,First round,,1993-09-16,Werder Bremen,Dinamo Minsk,de,by,5.0,2.0,1.0
1993-1994,First round,,1993-09-28,Croatia Zagreb,Steaua,hr,ro,2.0,3.0,0.0
1993-1994,First round,,1993-09-29,Anderlecht,HJK Helsinki,be,fi,3.0,0.0,1.0
1993-1994,First round,,1993-09-29,Milan,Aarau,it,ch,0.0,0.0,0.5
1993-1994,First round,,1993-09-29,Manchester Utd,Honvéd,eng,hu,2.0,1.0,1.0
1993-1994,First round,,1993-09-29,Sparta Prague,AIK Stockholm,cz,se,2.0,0.0,1.0
1993-1994,First round,,1993-09-29,Dinamo Minsk,Werder Bremen,by,de,1.0,1.0,0.5
1993-1994,First round,,1993-09-29,Cork City FC,Galatasaray,ie,tr,0.0,1.0,0.0
1993-1994,First round,,1993-09-29,Levski Sofia,Rangers,bg,sct,2.0,1.0,1.0
1993-1994,First round,,1993-09-29,Beitar Jerusalem,Lech Poznań,il,pl,2.0,4.0,0.0
1993-1994,First round,,1993-09-29,Feyenoord,Íþróttabandalag Akraness,nl,is,3.0,0.0,1.0
1993-1994,First round,,1993-09-29,Floriana FC,Porto,mt,pt,0.0,0.0,0.5
1993-1994,First round,,1993-09-29,Barcelona,Dynamo Kyiv,es,ua,4.0,1.0,1.0
1993-1994,First round,,1993-09-29,AEK Athens,Monaco,gr,fr,1.0,1.0,0.5
1993-1994,First round,,1993-09-29,Spartak Moscow,Skonto FC,ru,lv,4.0,0.0,1.0
1993-1994,First round,,1993-09-29,Austria Wien,Rosenborg,at,no,4.0,1.0,1.0
