Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2009-2010,Group stage,1,2009-09-15,Zürich,Real Madrid,ch,es,2,5,0.0
2009-2010,Group stage,1,2009-09-15,Marseille,Milan,fr,it,1,2,0.0
2009-2010,Group stage,1,2009-09-15,Wolfsburg,CSKA Moscow,de,ru,3,1,1.0
2009-2010,Group stage,1,2009-09-15,Beşiktaş,Manchester Utd,tr,eng,0,1,0.0
2009-2010,Group stage,1,2009-09-15,Juventus,Bordeaux,it,fr,1,1,0.5
2009-2010,Group stage,1,2009-09-15,Maccabi Haifa,Bayern Munich,il,de,0,3,0.0
2009-2010,Group stage,1,2009-09-15,Atlético Madrid,APOEL FC,es,cy,0,0,0.5
2009-2010,Group stage,1,2009-09-15,Chelsea,Porto,eng,pt,1,0,1.0
2009-2010,Group stage,1,2009-09-16,Dynamo Kyiv,Rubin Kazan,ua,ru,3,1,1.0
2009-2010,Group stage,1,2009-09-16,Olympiacos,AZ Alkmaar,gr,nl,1,0,1.0
2009-2010,Group stage,1,2009-09-16,Standard Liège,Arsenal,be,eng,2,3,0.0
2009-2010,Group stage,1,2009-09-16,Lyon,Fiorentina,fr,it,1,0,1.0
2009-2010,Group stage,1,2009-09-16,Stuttgart,Rangers,de,sct,1,1,0.5
2009-2010,Group stage,1,2009-09-16,Inter,Barcelona,it,es,0,0,0.5
2009-2010,Group stage,1,2009-09-16,Sevilla,Unirea Urziceni,es,ro,2,0,1.0
2009-2010,Group stage,1,2009-09-16,Liverpool,Debrecen,eng,hu,1,0,1.0
2009-2010,Group stage,2,2009-09-29,AZ Alkmaar,Standard Liège,nl,be,1,1,0.5
2009-2010,Group stage,2,2009-09-29,Unirea Urziceni,Stuttgart,ro,de,1,1,0.5
2009-2010,Group stage,2,2009-09-29,Debrecen,Lyon,hu,fr,0,4,0.0
2009-2010,Group stage,2,2009-09-29,Arsenal,Olympiacos,eng,gr,2,0,1.0
2009-2010,Group stage,2,2009-09-29,Rangers,Sevilla,sct,es,1,4,0.0
2009-2010,Group stage,2,2009-09-29,Rubin Kazan,Inter,ru,it,1,1,0.5
2009-2010,Group stage,2,2009-09-29,Barcelona,Dynamo Kyiv,es,ua,2,0,1.0
2009-2010,Group stage,2,2009-09-29,Fiorentina,Liverpool,it,eng,2,0,1.0
2009-2010,Group stage,2,2009-09-30,Bordeaux,Maccabi Haifa,fr,il,1,0,1.0
2009-2010,Group stage,2,2009-09-30,CSKA Moscow,Beşiktaş,ru,tr,2,1,1.0
2009-2010,Group stage,2,2009-09-30,Milan,Zürich,it,ch,0,1,0.0
2009-2010,Group stage,2,2009-09-30,Manchester Utd,Wolfsburg,eng,de,2,1,1.0
2009-2010,Group stage,2,2009-09-30,Porto,Atlético Madrid,pt,es,2,0,1.0
2009-2010,Group stage,2,2009-09-30,APOEL FC,Chelsea,cy,eng,0,1,0.0
2009-2010,Group stage,2,2009-09-30,Bayern Munich,Juventus,de,it,0,0,0.5
2009-2010,Group stage,2,2009-09-30,Real Madrid,Marseille,es,fr,3,0,1.0
2009-2010,Group stage,3,2009-10-20,Stuttgart,Sevilla,de,es,1,3,0.0
2009-2010,Group stage,3,2009-10-20,AZ Alkmaar,Arsenal,nl,eng,1,1,0.5
2009-2010,Group stage,3,2009-10-20,Debrecen,Fiorentina,hu,it,3,4,0.0
2009-2010,Group stage,3,2009-10-20,Barcelona,Rubin Kazan,es,ru,1,2,0.0
2009-2010,Group stage,3,2009-10-20,Olympiacos,Standard Liège,gr,be,2,1,1.0
2009-2010,Group stage,3,2009-10-20,Inter,Dynamo Kyiv,it,ua,2,2,0.5
2009-2010,Group stage,3,2009-10-20,Rangers,Unirea Urziceni,sct,ro,1,4,0.0
2009-2010,Group stage,3,2009-10-20,Liverpool,Lyon,eng,fr,1,2,0.0
2009-2010,Group stage,3,2009-10-21,Real Madrid,Milan,es,it,2,3,0.0
2009-2010,Group stage,3,2009-10-21,Zürich,Marseille,ch,fr,0,1,0.0
2009-2010,Group stage,3,2009-10-21,Juventus,Maccabi Haifa,it,il,1,0,1.0
2009-2010,Group stage,3,2009-10-21,Wolfsburg,Beşiktaş,de,tr,0,0,0.5
2009-2010,Group stage,3,2009-10-21,Chelsea,Atlético Madrid,eng,es,4,0,1.0
2009-2010,Group stage,3,2009-10-21,Porto,APOEL FC,pt,cy,2,1,1.0
2009-2010,Group stage,3,2009-10-21,CSKA Moscow,Manchester Utd,ru,eng,0,1,0.0
2009-2010,Group stage,3,2009-10-21,Bordeaux,Bayern Munich,fr,de,2,1,1.0
2009-2010,Group stage,4,2009-11-03,Manchester Utd,CSKA Moscow,eng,ru,3,3,0.5
2009-2010,Group stage,4,2009-11-03,Milan,Real Madrid,it,es,1,1,0.5
2009-2010,Group stage,4,2009-11-03,APOEL FC,Porto,cy,pt,0,1,0.0
2009-2010,Group stage,4,2009-11-03,Beşiktaş,Wolfsburg,tr,de,0,3,0.0
2009-2010,Group stage,4,2009-11-03,Marseille,Zürich,fr,ch,6,1,1.0
2009-2010,Group stage,4,2009-11-03,Bayern Munich,Bordeaux,de,fr,0,2,0.0
2009-2010,Group stage,4,2009-11-03,Atlético Madrid,Chelsea,es,eng,2,2,0.5
2009-2010,Group stage,4,2009-11-03,Maccabi Haifa,Juventus,il,it,0,1,0.0
2009-2010,Group stage,4,2009-11-04,Fiorentina,Debrecen,it,hu,5,2,1.0
2009-2010,Group stage,4,2009-11-04,Unirea Urziceni,Rangers,ro,sct,1,1,0.5
2009-2010,Group stage,4,2009-11-04,Arsenal,AZ Alkmaar,eng,nl,4,1,1.0
2009-2010,Group stage,4,2009-11-04,Dynamo Kyiv,Inter,ua,it,1,2,0.0
2009-2010,Group stage,4,2009-11-04,Lyon,Liverpool,fr,eng,1,1,0.5
2009-2010,Group stage,4,2009-11-04,Standard Liège,Olympiacos,be,gr,2,0,1.0
