Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2008-2009,Group stage,4,2008-11-04,Anorthosis,Inter,cy,it,3,3,0.5
2008-2009,Group stage,4,2008-11-04,Roma,Chelsea,it,eng,3,1,1.0
2008-2009,Group stage,4,2008-11-04,Sporting CP,Shakhtar,pt,ua,1,0,1.0
2008-2009,Group stage,4,2008-11-04,Barcelona,Basel,es,ch,1,1,0.5
2008-2009,Group stage,4,2008-11-04,Marseille,PSV Eindhoven,fr,nl,3,0,1.0
2008-2009,Group stage,4,2008-11-04,CFR Cluj,Bordeaux,ro,fr,1,2,0.0
2008-2009,Group stage,4,2008-11-04,Liverpool,Atlético Madrid,eng,es,1,1,0.5
2008-2009,Group stage,4,2008-11-04,Werder Bremen,Panathinaikos,de,gr,0,3,0.0
2008-2009,Group stage,4,2008-11-05,Arsenal,Fenerbahçe,eng,tr,0,0,0.5
2008-2009,Group stage,4,2008-11-05,BATE Borisov,Zenit,by,ru,0,2,0.0
2008-2009,Group stage,4,2008-11-05,Real Madrid,Juventus,es,it,0,2,0.0
2008-2009,Group stage,4,2008-11-05,Celtic,Manchester Utd,sct,eng,1,1,0.5
2008-2009,Group stage,4,2008-11-05,Dynamo Kyiv,Porto,ua,pt,1,2,0.0
2008-2009,Group stage,4,2008-11-05,Fiorentina,Bayern Munich,it,de,1,1,0.5
2008-2009,Group stage,4,2008-11-05,Aalborg,Villarreal,dk,es,2,2,0.5
2008-2009,Group stage,4,2008-11-05,Lyon,Steaua,fr,ro,2,0,1.0
2008-2009,Group stage,5,2008-11-25,Fiorentina,Lyon,it,fr,1,2,0.0
2008-2009,Group stage,5,2008-11-25,BATE Borisov,Real Madrid,by,es,0,1,0.0
2008-2009,Group stage,5,2008-11-25,Villarreal,Manchester Utd,es,eng,0,0,0.5
2008-2009,Group stage,5,2008-11-25,Zenit,Juventus,ru,it,0,0,0.5
2008-2009,Group stage,5,2008-11-25,Bayern Munich,Steaua,de,ro,3,0,1.0
2008-2009,Group stage,5,2008-11-25,Arsenal,Dynamo Kyiv,eng,ua,1,0,1.0
2008-2009,Group stage,5,2008-11-25,Aalborg,Celtic,dk,sct,2,1,1.0
2008-2009,Group stage,5,2008-11-25,Fenerbahçe,Porto,tr,pt,1,2,0.0
2008-2009,Group stage,5,2008-11-26,Inter,Panathinaikos,it,gr,0,1,0.0
2008-2009,Group stage,5,2008-11-26,Liverpool,Marseille,eng,fr,1,0,1.0
2008-2009,Group stage,5,2008-11-26,Bordeaux,Chelsea,fr,eng,1,1,0.5
2008-2009,Group stage,5,2008-11-26,CFR Cluj,Roma,ro,it,1,3,0.0
2008-2009,Group stage,5,2008-11-26,Shakhtar,Basel,ua,ch,5,0,1.0
2008-2009,Group stage,5,2008-11-26,Atlético Madrid,PSV Eindhoven,es,nl,2,1,1.0
2008-2009,Group stage,5,2008-11-26,Sporting CP,Barcelona,pt,es,2,5,0.0
2008-2009,Group stage,5,2008-11-26,Anorthosis,Werder Bremen,cy,de,2,2,0.5
2008-2009,Group stage,6,2008-12-09,Barcelona,Shakhtar,es,ua,2,3,0.0
2008-2009,Group stage,6,2008-12-09,Chelsea,CFR Cluj,eng,ro,2,1,1.0
2008-2009,Group stage,6,2008-12-09,Panathinaikos,Anorthosis,gr,cy,1,0,1.0
2008-2009,Group stage,6,2008-12-09,PSV Eindhoven,Liverpool,nl,eng,1,3,0.0
2008-2009,Group stage,6,2008-12-09,Marseille,Atlético Madrid,fr,es,0,0,0.5
2008-2009,Group stage,6,2008-12-09,Werder Bremen,Inter,de,it,2,1,1.0
2008-2009,Group stage,6,2008-12-09,Basel,Sporting CP,ch,pt,0,1,0.0
2008-2009,Group stage,6,2008-12-09,Roma,Bordeaux,it,fr,2,0,1.0
2008-2009,Group stage,6,2008-12-10,Juventus,BATE Borisov,it,by,0,0,0.5
2008-2009,Group stage,6,2008-12-10,Manchester Utd,Aalborg,eng,dk,2,2,0.5
2008-2009,Group stage,6,2008-12-10,Celtic,Villarreal,sct,es,2,0,1.0
2008-2009,Group stage,6,2008-12-10,Lyon,Bayern Munich,fr,de,2,3,0.0
2008-2009,Group stage,6,2008-12-10,Steaua,Fiorentina,ro,it,0,1,0.0
2008-2009,Group stage,6,2008-12-10,Real Madrid,Zenit,es,ru,3,0,1.0
2008-2009,Group stage,6,2008-12-10,Dynamo Kyiv,Fenerbahçe,ua,tr,1,0,1.0
2008-2009,Group stage,6,2008-12-10,Porto,Arsenal,pt,eng,2,0,1.0
2008-2009,Round of 16,,2009-02-24,Lyon,Barcelona,fr,es,1,1,0.5
2008-2009,Round of 16,,2009-02-24,Atlético Madrid,Porto,es,pt,2,2,0.5
2008-2009,Round of 16,,2009-02-24,Arsenal,Roma,eng,it,1,0,1.0
2008-2009,Round of 16,,2009-02-24,Inter,Manchester Utd,it,eng,0,0,0.5
2008-2009,Round of 16,,2009-02-25,Chelsea,Juventus,eng,it,1,0,1.0
2008-2009,Round of 16,,2009-02-25,Sporting CP,Bayern Munich,pt,de,0,5,0.0
2008-2009,Round of 16,,2009-02-25,Villarreal,Panathinaikos,es,gr,1,1,0.5
2008-2009,Round of 16,,2009-02-25,Real Madrid,Liverpool,es,eng,0,1,0.0
2008-2009,Round of 16,,2009-03-10,Juventus,Chelsea,it,eng,2,2,0.5
2008-2009,Round of 16,,2009-03-10,Bayern Munich,Sporting CP,de,pt,7,1,1.0
2008-2009,Round of 16,,2009-03-10,Liverpool,Real Madrid,eng,es,4,0,1.0
2008-2009,Round of 16,,2009-03-10,Panathinaikos,Villarreal,gr,es,1,2,0.0
2008-2009,Round of 16,,2009-03-11,Barcelona,Lyon,es,fr,5,2,1.0
2008-2009,Round of 16,,2009-03-11,Manchester Utd,Inter,eng,it,2,0,1.0
2008-2009,Round of 16,,2009-03-11,Roma,Arsenal,it,eng,1,0,1.0
2008-2009,Round of 16,,2009-03-11,Porto,Atlético Madrid,pt,es,0,0,0.5
2008-2009,Quarter-finals,,2009-04-07,Villarreal,Arsenal,es,eng,1,1,0.5
2008-2009,Quarter-finals,,2009-04-07,Manchester Utd,Porto,eng,pt,2,2,0.5
2008-2009,Quarter-finals,,2009-04-08,Barcelona,Bayern Munich,es,de,4,0,1.0
2008-2009,Quarter-finals,,2009-04-08,Liverpool,Chelsea,eng,eng,1,3,0.0
2008-2009,Quarter-finals,,2009-04-14,Chelsea,Liverpool,eng,eng,4,4,0.5
2008-2009,Quarter-finals,,2009-04-14,Bayern Munich,Barcelona,de,es,1,1,0.5
2008-2009,Quarter-finals,,2009-04-15,Porto,Manchester Utd,pt,eng,0,1,0.0
2008-2009,Quarter-finals,,2009-04-15,Arsenal,Villarreal,eng,es,3,0,1.0
2008-2009,Semi-finals,,2009-04-28,Barcelona,Chelsea,es,eng,0,0,0.5
2008-2009,Semi-finals,,2009-04-29,Manchester Utd,Arsenal,eng,eng,1,0,1.0
2008-2009,Semi-finals,,2009-05-05,Arsenal,Manchester Utd,eng,eng,1,3,0.0
2008-2009,Semi-finals,,2009-05-06,Chelsea,Barcelona,eng,es,1,1,0.5
2008-2009,Final,,2009-05-27,Barcelona,Manchester Utd,es,eng,2,0,1.0
