Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
1996-1997,Group stage,1,1996-09-11,Juventus,Manchester Utd,it,eng,1,0,1.0
1996-1997,Group stage,1,1996-09-11,Atlético Madrid,Steaua,es,ro,4,0,1.0
1996-1997,Group stage,1,1996-09-11,Dortmund,Widzew Łódź,de,pl,2,1,1.0
1996-1997,Group stage,1,1996-09-11,Rapid Wien,Fenerbahçe,at,tr,1,1,0.5
1996-1997,Group stage,1,1996-09-11,Grasshopper,Rangers,ch,sct,3,0,1.0
1996-1997,Group stage,1,1996-09-11,Milan,Porto,it,pt,2,3,0.0
1996-1997,Group stage,1,1996-09-11,Göteborg,Rosenborg,se,no,2,3,0.0
1996-1997,Group stage,1,1996-09-11,Auxerre,Ajax,fr,nl,0,1,0.0
1996-1997,Group stage,2,1996-09-25,Ajax,Grasshopper,nl,ch,0,1,0.0
1996-1997,Group stage,2,1996-09-25,Rosenborg,Milan,no,it,1,4,0.0
1996-1997,Group stage,2,1996-09-25,Rangers,Auxerre,sct,fr,1,2,0.0
1996-1997,Group stage,2,1996-09-25,Manchester Utd,Rapid Wien,eng,at,2,0,1.0
1996-1997,Group stage,2,1996-09-25,Steaua,Dortmund,ro,de,0,3,0.0
1996-1997,Group stage,2,1996-09-25,Widzew Łódź,Atlético Madrid,pl,es,1,4,0.0
1996-1997,Group stage,2,1996-09-25,Porto,Göteborg,pt,se,2,1,1.0
1996-1997,Group stage,2,1996-09-25,Fenerbahçe,Juventus,tr,it,0,1,0.0
1996-1997,Group stage,3,1996-10-16,Ajax,Rangers,nl,sct,4,1,1.0
1996-1997,Group stage,3,1996-10-16,Rosenborg,Porto,no,pt,0,1,0.0
1996-1997,Group stage,3,1996-10-16,Rapid Wien,Juventus,at,it,1,1,0.5
1996-1997,Group stage,3,1996-10-16,Auxerre,Grasshopper,fr,ch,1,0,1.0
1996-1997,Group stage,3,1996-10-16,Fenerbahçe,Manchester Utd,tr,eng,0,2,0.0
1996-1997,Group stage,3,1996-10-16,Göteborg,Milan,se,it,2,1,1.0
1996-1997,Group stage,3,1996-10-16,Steaua,Widzew Łódź,ro,pl,1,0,1.0
1996-1997,Group stage,3,1996-10-16,Atlético Madrid,Dortmund,es,de,0,1,0.0
1996-1997,Group stage,4,1996-10-30,Rangers,Ajax,sct,nl,0,1,0.0
1996-1997,Group stage,4,1996-10-30,Manchester Utd,Fenerbahçe,eng,tr,0,1,0.0
1996-1997,Group stage,4,1996-10-30,Juventus,Rapid Wien,it,at,5,0,1.0
1996-1997,Group stage,4,1996-10-30,Grasshopper,Auxerre,ch,fr,3,1,1.0
1996-1997,Group stage,4,1996-10-30,Widzew Łódź,Steaua,pl,ro,2,0,1.0
1996-1997,Group stage,4,1996-10-30,Porto,Rosenborg,pt,no,3,0,1.0
1996-1997,Group stage,4,1996-10-30,Milan,Göteborg,it,se,4,2,1.0
1996-1997,Group stage,4,1996-10-30,Dortmund,Atlético Madrid,de,es,1,2,0.0
1996-1997,Group stage,5,1996-11-20,Widzew Łódź,Dortmund,pl,de,2,2,0.5
1996-1997,Group stage,5,1996-11-20,Manchester Utd,Juventus,eng,it,0,1,0.0
1996-1997,Group stage,5,1996-11-20,Steaua,Atlético Madrid,ro,es,1,1,0.5
1996-1997,Group stage,5,1996-11-20,Porto,Milan,pt,it,1,1,0.5
1996-1997,Group stage,5,1996-11-20,Rangers,Grasshopper,sct,ch,2,1,1.0
1996-1997,Group stage,5,1996-11-20,Fenerbahçe,Rapid Wien,tr,at,1,0,1.0
1996-1997,Group stage,5,1996-11-20,Rosenborg,Göteborg,no,se,1,0,1.0
1996-1997,Group stage,5,1996-11-20,Ajax,Auxerre,nl,fr,1,2,0.0
1996-1997,Group stage,6,1996-12-04,Milan,Rosenborg,it,no,1,2,0.0
