Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
1999-2000,First group stage,1,1999-09-14,Manchester Utd,Croatia Zagreb,eng,hr,0,0,0.5
1999-2000,First group stage,1,1999-09-14,Fiorentina,Arsenal,it,eng,0,0,0.5
1999-2000,First group stage,1,1999-09-14,Leverkusen,Lazio,de,it,1,1,0.5
1999-2000,First group stage,1,1999-09-14,Dynamo Kyiv,NK Maribor,ua,si,0,1,0.0
1999-2000,First group stage,1,1999-09-14,AIK Stockholm,Barcelona,se,es,1,2,0.0
1999-2000,First group stage,1,1999-09-14,Marseille,Sturm Graz,fr,at,2,0,1.0
1999-2000,First group stage,1,1999-09-14,Boavista,Rosenborg,pt,no,0,3,0.0
1999-2000,First group stage,1,1999-09-14,Feyenoord,Dortmund,nl,de,1,1,0.5
1999-2000,First group stage,1,1999-09-15,Willem II,Spartak Moscow,nl,ru,1,3,0.0
1999-2000,First group stage,1,1999-09-15,Molde,Porto,no,pt,0,1,0.0
1999-2000,First group stage,1,1999-09-15,Olympiacos,Real Madrid,gr,es,3,3,0.5
1999-2000,First group stage,1,1999-09-15,Chelsea,Milan,eng,it,0,0,0.5
1999-2000,First group stage,1,1999-09-15,Sparta Prague,Bordeaux,cz,fr,0,0,0.5
1999-2000,First group stage,1,1999-09-15,Valencia,Rangers,es,sct,2,0,1.0
1999-2000,First group stage,1,1999-09-15,Bayern Munich,PSV,de,nl,2,1,1.0
1999-2000,First group stage,1,1999-09-15,Galatasaray,Hertha BSC,tr,de,2,2,0.5
1999-2000,First group stage,2,1999-09-21,Porto,Olympiacos,pt,gr,2,0,1.0
1999-2000,First group stage,2,1999-09-21,Spartak Moscow,Sparta Prague,ru,cz,1,1,0.5
1999-2000,First group stage,2,1999-09-21,Bordeaux,Willem II,fr,nl,3,2,1.0
1999-2000,First group stage,2,1999-09-21,PSV,Valencia,nl,es,1,1,0.5
1999-2000,First group stage,2,1999-09-21,Milan,Galatasaray,it,tr,2,1,1.0
1999-2000,First group stage,2,1999-09-21,Rangers,Bayern Munich,sct,de,1,1,0.5
1999-2000,First group stage,2,1999-09-21,Hertha BSC,Chelsea,de,eng,2,1,1.0
1999-2000,First group stage,2,1999-09-21,Real Madrid,Molde,es,no,4,1,1.0
1999-2000,First group stage,2,1999-09-22,Dortmund,Boavista,de,pt,3,1,1.0
1999-2000,First group stage,2,1999-09-22,Lazio,Dynamo Kyiv,it,ua,2,1,1.0
1999-2000,First group stage,2,1999-09-22,Croatia Zagreb,Marseille,hr,fr,1,2,0.0
1999-2000,First group stage,2,1999-09-22,Sturm Graz,Manchester Utd,at,eng,0,3,0.0
1999-2000,First group stage,2,1999-09-22,Arsenal,AIK Stockholm,eng,se,3,1,1.0
1999-2000,First group stage,2,1999-09-22,Barcelona,Fiorentina,es,it,4,2,1.0
1999-2000,First group stage,2,1999-09-22,Rosenborg,Feyenoord,no,nl,2,2,0.5
1999-2000,First group stage,2,1999-09-22,NK Maribor,Leverkusen,si,de,0,2,0.0
1999-2000,First group stage,3,1999-09-28,Milan,Hertha BSC,it,de,1,1,0.5
1999-2000,First group stage,3,1999-09-28,Chelsea,Galatasaray,eng,tr,1,0,1.0
1999-2000,First group stage,3,1999-09-28,Bayern Munich,Valencia,de,es,1,1,0.5
1999-2000,First group stage,3,1999-09-28,Olympiacos,Molde,gr,no,3,1,1.0
1999-2000,First group stage,3,1999-09-28,PSV,Rangers,nl,sct,0,1,0.0
1999-2000,First group stage,3,1999-09-28,Bordeaux,Spartak Moscow,fr,ru,2,1,1.0
1999-2000,First group stage,3,1999-09-28,Real Madrid,Porto,es,pt,3,1,1.0
1999-2000,First group stage,3,1999-09-28,Sparta Prague,Willem II,cz,nl,4,0,1.0
1999-2000,First group stage,3,1999-09-29,Croatia Zagreb,Sturm Graz,hr,at,3,0,1.0
1999-2000,First group stage,3,1999-09-29,Manchester Utd,Marseille,eng,fr,2,1,1.0
1999-2000,First group stage,3,1999-09-29,AIK Stockholm,Fiorentina,se,it,0,0,0.5
1999-2000,First group stage,3,1999-09-29,Rosenborg,Dortmund,no,de,2,2,0.5
1999-2000,First group stage,3,1999-09-29,Lazio,NK Maribor,it,si,4,0,1.0
1999-2000,First group stage,3,1999-09-29,Leverkusen,Dynamo Kyiv,de,ua,1,1,0.5
1999-2000,First group stage,3,1999-09-29,Boavista,Feyenoord,pt,nl,1,1,0.5
1999-2000,First group stage,3,1999-09-29,Barcelona,Arsenal,es,eng,1,1,0.5
1999-2000,First group stage,4,1999-10-19,Marseille,Manchester Utd,fr,eng,1,0,1.0
1999-2000,First group stage,4,1999-10-19,NK Maribor,Lazio,si,it,0,4,0.0
1999-2000,First group stage,4,1999-10-19,Sturm Graz,Croatia Zagreb,at,hr,1,0,1.0
1999-2000,First group stage,4,1999-10-19,Dynamo Kyiv,Leverkusen,ua,de,4,2,1.0
1999-2000,First group stage,4,1999-10-19,Dortmund,Rosenborg,de,no,0,3,0.0
1999-2000,First group stage,4,1999-10-19,Feyenoord,Boavista,nl,pt,1,1,0.5
1999-2000,First group stage,4,1999-10-19,Arsenal,Barcelona,eng,es,2,4,0.0
1999-2000,First group stage,4,1999-10-19,Fiorentina,AIK Stockholm,it,se,3,0,1.0
1999-2000,First group stage,4,1999-10-20,Willem II,Sparta Prague,nl,cz,3,4,0.0
1999-2000,First group stage,4,1999-10-20,Spartak Moscow,Bordeaux,ru,fr,1,2,0.0
1999-2000,First group stage,4,1999-10-20,Porto,Real Madrid,pt,es,2,1,1.0
1999-2000,First group stage,4,1999-10-20,Valencia,Bayern Munich,es,de,1,1,0.5
1999-2000,First group stage,4,1999-10-20,Molde,Olympiacos,no,gr,3,2,1.0
1999-2000,First group stage,4,1999-10-20,Galatasaray,Chelsea,tr,eng,0,5,0.0
1999-2000,First group stage,4,1999-10-20,Rangers,PSV,sct,nl,4,1,1.0
