Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2022-2023,Group stage,1,2022-09-06,Dinamo Zagreb,Chelsea,hr,eng,1,0,1.0
2022-2023,Group stage,1,2022-09-06,Dortmund,FC Copenhagen,de,dk,3,0,1.0
2022-2023,Group stage,1,2022-09-06,Celtic,Real Madrid,sct,es,0,3,0.0
2022-2023,Group stage,1,2022-09-06,Benfica,Maccabi Haifa,pt,il,2,0,1.0
2022-2023,Group stage,1,2022-09-06,RB Salzburg,Milan,at,it,1,1,0.5
2022-2023,Group stage,1,2022-09-06,Sevilla,Manchester City,es,eng,0,4,0.0
2022-2023,Group stage,1,2022-09-06,RB Leipzig,Shakhtar,de,ua,1,4,0.0
2022-2023,Group stage,1,2022-09-06,Paris S-G,Juventus,fr,it,2,1,1.0
2022-2023,Group stage,1,2022-09-07,Ajax,Rangers,nl,sct,4,0,1.0
2022-2023,Group stage,1,2022-09-07,Eint Frankfurt,Sporting CP,de,pt,0,3,0.0
2022-2023,Group stage,1,2022-09-07,Tottenham,Marseille,eng,fr,2,0,1.0
2022-2023,Group stage,1,2022-09-07,Napoli,Liverpool,it,eng,4,1,1.0
2022-2023,Group stage,1,2022-09-07,Atlético Madrid,Porto,es,pt,2,1,1.0
2022-2023,Group stage,1,2022-09-07,Barcelona,Viktoria Plzeň,es,cz,5,1,1.0
2022-2023,Group stage,1,2022-09-07,Inter,Bayern Munich,it,de,0,2,0.0
2022-2023,Group stage,1,2022-09-07,Club Brugge,Leverkusen,be,de,1,0,1.0
2022-2023,Group stage,2,2022-09-13,Sporting CP,Tottenham,pt,eng,2,0,1.0
2022-2023,Group stage,2,2022-09-13,Viktoria Plzeň,Inter,cz,it,0,2,0.0
2022-2023,Group stage,2,2022-09-13,Liverpool,Ajax,eng,nl,2,1,1.0
2022-2023,Group stage,2,2022-09-13,Porto,Club Brugge,pt,be,0,4,0.0
2022-2023,Group stage,2,2022-09-13,Leverkusen,Atlético Madrid,de,es,2,0,1.0
2022-2023,Group stage,2,2022-09-13,Marseille,Eint Frankfurt,fr,de,0,1,0.0
2022-2023,Group stage,2,2022-09-13,Bayern Munich,Barcelona,de,es,2,0,1.0
2022-2023,Group stage,2,2022-09-14,Milan,Dinamo Zagreb,it,hr,3,1,1.0
2022-2023,Group stage,2,2022-09-14,Shakhtar,Celtic,ua,sct,1,1,0.5
2022-2023,Group stage,2,2022-09-14,Rangers,Napoli,sct,it,0,3,0.0
2022-2023,Group stage,2,2022-09-14,Chelsea,RB Salzburg,eng,at,1,1,0.5
2022-2023,Group stage,2,2022-09-14,Manchester City,Dortmund,eng,de,2,1,1.0
2022-2023,Group stage,2,2022-09-14,FC Copenhagen,Sevilla,dk,es,0,0,0.5
2022-2023,Group stage,2,2022-09-14,Juventus,Benfica,it,pt,1,2,0.0
2022-2023,Group stage,2,2022-09-14,Real Madrid,RB Leipzig,es,de,2,0,1.0
2022-2023,Group stage,2,2022-09-14,Maccabi Haifa,Paris S-G,il,fr,1,3,0.0
2022-2023,Group stage,3,2022-10-04,Bayern Munich,Viktoria Plzeň,de,cz,5,0,1.0
2022-2023,Group stage,3,2022-10-04,Marseille,Sporting CP,fr,pt,4,1,1.0
2022-2023,Group stage,3,2022-10-04,Liverpool,Rangers,eng,sct,2,0,1.0
2022-2023,Group stage,3,2022-10-04,Porto,Leverkusen,pt,de,2,0,1.0
2022-2023,Group stage,3,2022-10-04,Eint Frankfurt,Tottenham,de,eng,0,0,0.5
2022-2023,Group stage,3,2022-10-04,Inter,Barcelona,it,es,1,0,1.0
2022-2023,Group stage,3,2022-10-04,Ajax,Napoli,nl,it,1,6,0.0
2022-2023,Group stage,3,2022-10-04,Club Brugge,Atlético Madrid,be,es,2,0,1.0
2022-2023,Group stage,3,2022-10-05,RB Leipzig,Celtic,de,sct,3,1,1.0
2022-2023,Group stage,3,2022-10-05,RB Salzburg,Dinamo Zagreb,at,hr,1,0,1.0
2022-2023,Group stage,3,2022-10-05,Chelsea,Milan,eng,it,3,0,1.0
2022-2023,Group stage,3,2022-10-05,Benfica,Paris S-G,pt,fr,1,1,0.5
2022-2023,Group stage,3,2022-10-05,Manchester City,FC Copenhagen,eng,dk,5,0,1.0
2022-2023,Group stage,3,2022-10-05,Real Madrid,Shakhtar,es,ua,2,1,1.0
2022-2023,Group stage,3,2022-10-05,Sevilla,Dortmund,es,de,1,4,0.0
2022-2023,Group stage,3,2022-10-05,Juventus,Maccabi Haifa,it,il,3,1,1.0
2022-2023,Group stage,4,2022-10-11,FC Copenhagen,Manchester City,dk,eng,0,0,0.5
2022-2023,Group stage,4,2022-10-11,Maccabi Haifa,Juventus,il,it,2,0,1.0
2022-2023,Group stage,4,2022-10-11,Celtic,RB Leipzig,sct,de,0,2,0.0
2022-2023,Group stage,4,2022-10-11,Dortmund,Sevilla,de,es,1,1,0.5
2022-2023,Group stage,4,2022-10-11,Paris S-G,Benfica,fr,pt,1,1,0.5
2022-2023,Group stage,4,2022-10-11,Milan,Chelsea,it,eng,0,2,0.0
2022-2023,Group stage,4,2022-10-11,Dinamo Zagreb,RB Salzburg,hr,at,1,1,0.5
2022-2023,Group stage,4,2022-10-11,Shakhtar,Real Madrid,ua,es,1,1,0.5
2022-2023,Group stage,4,2022-10-12,Napoli,Ajax,it,nl,4,2,1.0
2022-2023,Group stage,4,2022-10-12,Atlético Madrid,Club Brugge,es,be,0,0,0.5
2022-2023,Group stage,4,2022-10-12,Sporting CP,Marseille,pt,fr,0,2,0.0
2022-2023,Group stage,4,2022-10-12,Rangers,Liverpool,sct,eng,1,7,0.0
2022-2023,Group stage,4,2022-10-12,Tottenham,Eint Frankfurt,eng,de,3,2,1.0
2022-2023,Group stage,4,2022-10-12,Viktoria Plzeň,Bayern Munich,cz,de,2,4,0.0
2022-2023,Group stage,4,2022-10-12,Leverkusen,Porto,de,pt,0,3,0.0
2022-2023,Group stage,4,2022-10-12,Barcelona,Inter,es,it,3,3,0.5
