Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2019-2020,Group stage,1,2019-09-17,Lyon,Zenit,fr,ru,1,1,0.5
2019-2020,Group stage,1,2019-09-17,Inter,Slavia Prague,it,cz,1,1,0.5
2019-2020,Group stage,1,2019-09-17,Chelsea,Valencia,eng,es,0,1,0.0
2019-2020,Group stage,1,2019-09-17,Benfica,RB Leipzig,pt,de,1,2,0.0
2019-2020,Group stage,1,2019-09-17,Dortmund,Barcelona,de,es,0,0,0.5
2019-2020,Group stage,1,2019-09-17,RB Salzburg,Genk,at,be,6,2,1.0
2019-2020,Group stage,1,2019-09-17,Ajax,Lille,nl,fr,3,0,1.0
2019-2020,Group stage,1,2019-09-17,Napoli,Liverpool,it,eng,2,0,1.0
2019-2020,Group stage,1,2019-09-18,Club Brugge,Galatasaray,be,tr,0,0,0.5
2019-2020,Group stage,1,2019-09-18,Olympiacos,Tottenham,gr,eng,2,2,0.5
2019-2020,Group stage,1,2019-09-18,Atlético Madrid,Juventus,es,it,2,2,0.5
2019-2020,Group stage,1,2019-09-18,Paris S-G,Real Madrid,fr,es,3,0,1.0
2019-2020,Group stage,1,2019-09-18,Bayern Munich,Red Star,de,rs,3,0,1.0
2019-2020,Group stage,1,2019-09-18,Dinamo Zagreb,Atalanta,hr,it,4,0,1.0
2019-2020,Group stage,1,2019-09-18,Leverkusen,Loko Moscow,de,ru,1,2,0.0
2019-2020,Group stage,1,2019-09-18,Shakhtar,Manchester City,ua,eng,0,3,0.0
2019-2020,Group stage,2,2019-10-01,Atalanta,Shakhtar,it,ua,1,2,0.0
2019-2020,Group stage,2,2019-10-01,Real Madrid,Club Brugge,es,be,2,2,0.5
2019-2020,Group stage,2,2019-10-01,Manchester City,Dinamo Zagreb,eng,hr,2,0,1.0
2019-2020,Group stage,2,2019-10-01,Tottenham,Bayern Munich,eng,de,2,7,0.0
2019-2020,Group stage,2,2019-10-01,Juventus,Leverkusen,it,de,3,0,1.0
2019-2020,Group stage,2,2019-10-01,Red Star,Olympiacos,rs,gr,3,1,1.0
2019-2020,Group stage,2,2019-10-01,Loko Moscow,Atlético Madrid,ru,es,0,2,0.0
2019-2020,Group stage,2,2019-10-01,Galatasaray,Paris S-G,tr,fr,0,1,0.0
2019-2020,Group stage,2,2019-10-02,Genk,Napoli,be,it,0,0,0.5
2019-2020,Group stage,2,2019-10-02,Slavia Prague,Dortmund,cz,de,0,2,0.0
2019-2020,Group stage,2,2019-10-02,Liverpool,RB Salzburg,eng,at,4,3,1.0
2019-2020,Group stage,2,2019-10-02,Barcelona,Inter,es,it,2,1,1.0
2019-2020,Group stage,2,2019-10-02,RB Leipzig,Lyon,de,fr,0,2,0.0
