,date,hometeam,awayteam,homecountry,awaycountry,homescore,awayscore,result
0,2012-09-20,Udinese,Anzhi,it,ru,1.0,1.0,0.5
1,2012-09-20,Dnipro,PSV Eindhoven,ua,nl,2.0,0.0,0.0
2,2012-09-20,AEL Limassol,Gladbach,cy,de,0.0,0.0,0.5
3,2012-09-20,Bordeaux,Club Brugge,fr,be,4.0,0.0,0.0
4,2012-09-20,Rapid Wien,Rosenborg,at,no,1.0,2.0,1.0
5,2012-09-20,Levante,Helsingborg,es,se,1.0,0.0,0.0
6,2012-09-20,Marítimo,Newcastle Utd,pt,eng,0.0,0.0,0.5
7,2012-09-20,Genk,Videoton,be,hu,3.0,0.0,0.0
8,2012-09-20,Stuttgart,Steaua,de,ro,2.0,2.0,0.5
9,2012-09-20,Sporting CP,Basel,pt,ch,0.0,0.0,0.5
10,2012-09-20,Young Boys,Liverpool,ch,eng,3.0,5.0,1.0
11,2012-09-20,NK Maribor,Panathinaikos,si,gr,3.0,0.0,0.0
12,2012-09-20,FC Copenhagen,Molde,dk,no,2.0,1.0,0.0
13,2012-09-20,Twente,Hannover 96,nl,de,2.0,2.0,0.5
14,2012-09-20,Leverkusen,Metalist Kharkiv,de,ua,0.0,0.0,0.5
15,2012-09-20,Partizan,Neftçi,rs,az,0.0,0.0,0.5
16,2012-09-20,Viktoria Plzeň,Académica,cz,pt,3.0,1.0,0.0
17,2012-09-20,Athletic Club,Kiryat Shmona,es,il,1.0,1.0,0.5
18,2012-09-20,Fenerbahçe,Marseille,tr,fr,2.0,2.0,0.5
19,2012-09-20,Inter,Rubin Kazan,it,ru,2.0,2.0,0.5
20,2012-09-20,Tottenham,Lazio,eng,it,0.0,0.0,0.5
21,2012-09-20,Lyon,Sparta Prague,fr,cz,2.0,1.0,0.0
22,2012-09-20,Hapoel Tel Aviv,Atlético Madrid,il,es,0.0,3.0,1.0
23,2012-09-20,Napoli,AIK Stockholm,it,se,4.0,0.0,0.0
25,2012-10-04,Neftçi,Inter,az,it,1.0,3.0,1.0
26,2012-10-04,Videoton,Sporting CP,hu,pt,3.0,0.0,0.0
27,2012-10-04,AIK Stockholm,Dnipro,se,ua,2.0,3.0,1.0
28,2012-10-04,Atlético Madrid,Viktoria Plzeň,es,cz,1.0,0.0,0.0
29,2012-10-04,Académica,Hapoel Tel Aviv,pt,il,1.0,1.0,0.5
30,2012-10-04,Newcastle Utd,Bordeaux,eng,fr,3.0,0.0,0.0
31,2012-10-04,Liverpool,Udinese,eng,it,2.0,3.0,1.0
32,2012-10-04,Lazio,NK Maribor,it,si,1.0,0.0,0.0
33,2012-10-04,Rosenborg,Leverkusen,no,de,0.0,1.0,1.0
34,2012-10-04,Anzhi,Young Boys,ru,ch,2.0,0.0,0.0
35,2012-10-04,Rubin Kazan,Partizan,ru,rs,2.0,0.0,0.0
36,2012-10-04,Panathinaikos,Tottenham,gr,eng,1.0,1.0,0.5
37,2012-10-04,Steaua,FC Copenhagen,ro,dk,1.0,0.0,0.0
