,date,hometeam,awayteam,homecountry,awaycountry,homescore,awayscore,result
0,1990-09-18,FH,Dundee United,is,sct,1,3,1.0
1,1990-09-18,FC Avenir Beggen,Inter Bratislava,lu,sk,2,1,0.0
2,1990-09-18,Hibernians FC,Partizan,mt,rs,0,3,1.0
3,1990-09-18,Glenavon FC,Bordeaux,nir,fr,0,0,0.5
4,1990-09-18,Sporting CP,Mechelen,pt,be,1,0,0.0
5,1990-09-18,Dortmund,Chemnitzer,de,de,2,0,0.0
6,1990-09-18,Roda JC Kerkrade,Monaco,nl,fr,1,3,1.0
7,1990-09-19,Torpedo Moscow,GAIS,ru,se,4,1,0.0
8,1990-09-19,Zagłębie Lubin,Bologna,pl,it,0,1,1.0
9,1990-09-19,MTK Budapest,Luzern,hu,ch,1,1,0.5
10,1990-09-19,Sevilla,PAOK,es,gr,0,0,0.5
11,1990-09-19,Politehnica Timișoara,Atlético Madrid,ro,es,2,0,0.0
12,1990-09-19,Magdeburg,RoPS,de,fi,0,0,0.5
13,1990-09-19,Atalanta,Dinamo Zagreb,it,hr,0,0,0.5
14,1990-09-19,FC Dnipro,Hearts,ua,sct,1,1,0.5
15,1990-09-19,Derry City FC,Vitesse,ie,nl,0,1,1.0
16,1990-09-19,Norrköping,Köln,se,de,0,0,0.5
17,1990-09-19,Anderlecht,Petrolul Ploiești,be,ro,2,0,0.0
18,1990-09-19,Fenerbahçe,Vitória Guimarães,tr,pt,3,0,0.0
19,1990-09-19,Lausanne-Sport,Real Sociedad,ch,es,3,2,0.0
20,1990-09-19,Brøndby,Eint Frankfurt,dk,de,5,0,0.0
21,1990-09-19,Partizani Tirana,U Craiova,al,ro,0,1,1.0
22,1990-09-19,Iraklis Thessaloniki,Valencia,gr,es,0,0,0.5
23,1990-09-19,Aston Villa,Baník Ostrava,eng,cz,3,1,0.0
24,1990-09-19,Katowice,TPS,pl,fi,3,0,0.0
25,1990-09-19,Roma,Benfica,it,pt,1,0,0.0
26,1990-09-19,Slavia Sofia,AC Omonia,bg,cy,2,1,0.0
27,1990-09-19,Leverkusen,Twente,de,nl,1,0,0.0
28,1990-09-19,Rapid Wien,Inter,at,it,2,1,0.0
29,1990-09-19,Vejle BK,Admira Wacker Mödling,dk,at,0,1,1.0
30,1990-09-19,Chornomorets Odesa,Rosenborg,ua,no,3,1,0.0
31,1990-09-20,Antwerp,Ferencváros,be,hu,0,0,0.5
32,1990-10-02,Chemnitzer,Dortmund,de,de,0,2,1.0
33,1990-10-02,Vitesse,Derry City FC,nl,ie,0,0,0.5
34,1990-10-02,Real Sociedad,Lausanne-Sport,es,ch,1,0,0.0
35,1990-10-02,Bordeaux,Glenavon FC,fr,nir,2,0,0.0
36,1990-10-02,Luzern,MTK Budapest,ch,hu,2,1,0.0
37,1990-10-02,Admira Wacker Mödling,Vejle BK,at,dk,3,0,0.0
38,1990-10-03,Bologna,Zagłębie Lubin,it,pl,1,0,0.0
39,1990-10-03,Partizan,Hibernians FC,rs,mt,2,0,0.0
40,1990-10-03,Mechelen,Sporting CP,be,pt,2,2,0.5
41,1990-10-03,Rosenborg,Chornomorets Odesa,no,ua,2,1,0.0
42,1990-10-03,Dinamo Zagreb,Atalanta,hr,it,1,1,0.5
43,1990-10-03,Twente,Leverkusen,nl,de,1,1,0.5
44,1990-10-03,AC Omonia,Slavia Sofia,cy,bg,4,2,0.0
45,1990-10-03,Ferencváros,Antwerp,hu,be,3,1,0.0
46,1990-10-03,Vitória Guimarães,Fenerbahçe,pt,tr,2,3,1.0
47,1990-10-03,Atlético Madrid,Politehnica Timișoara,es,ro,1,0,0.0
48,1990-10-03,Köln,Norrköping,de,se,3,1,0.0
49,1990-10-03,Inter Bratislava,FC Avenir Beggen,sk,lu,5,0,0.0
50,1990-10-03,Monaco,Roda JC Kerkrade,fr,nl,3,1,0.0
51,1990-10-03,Baník Ostrava,Aston Villa,cz,eng,1,2,1.0
52,1990-10-03,U Craiova,Partizani Tirana,ro,al,1,0,0.0
53,1990-10-03,Inter,Rapid Wien,it,at,3,1,0.0
54,1990-10-03,TPS,Katowice,fi,pl,0,1,1.0
55,1990-10-03,Valencia,Iraklis Thessaloniki,es,gr,2,0,0.0
56,1990-10-03,Hearts,FC Dnipro,sct,ua,3,1,0.0
57,1990-10-03,GAIS,Torpedo Moscow,se,ru,1,1,0.5
58,1990-10-03,RoPS,Magdeburg,fi,de,0,1,1.0
59,1990-10-03,PAOK,Sevilla,gr,es,0,0,0.5
60,1990-10-03,Dundee United,FH,sct,is,2,2,0.5
61,1990-10-03,Benfica,Roma,pt,it,0,1,1.0
62,1990-10-03,Petrolul Ploiești,Anderlecht,ro,be,0,2,1.0
63,1990-10-03,Eint Frankfurt,Brøndby,de,dk,4,1,0.0
64,1990-10-23,Magdeburg,Bordeaux,de,fr,0,1,1.0
65,1990-10-24,Aston Villa,Inter,eng,it,2,0,0.0
66,1990-10-24,Brøndby,Ferencváros,dk,hu,3,0,0.0
67,1990-10-24,Fenerbahçe,Atalanta,tr,it,0,1,1.0
68,1990-10-24,U Craiova,Dortmund,ro,de,0,3,1.0
69,1990-10-24,Chornomorets Odesa,Monaco,ua,fr,0,0,0.5
70,1990-10-24,Luzern,Admira Wacker Mödling,ch,at,0,1,1.0
71,1990-10-24,Real Sociedad,Partizan,es,rs,1,0,0.0
72,1990-10-24,Torpedo Moscow,Sevilla,ru,es,3,1,0.0
73,1990-10-24,Katowice,Leverkusen,pl,de,1,2,1.0
74,1990-10-24,Vitesse,Dundee United,nl,sct,1,0,0.0
75,1990-10-24,AC Omonia,Anderlecht,cy,be,1,1,0.5
76,1990-10-24,Valencia,Roma,es,it,1,1,0.5
