,date,hometeam,awayteam,homecountry,awaycountry,homescore,awayscore,result
0,2024-09-25,Bodø/Glimt,Porto,no,pt,3.0,2.0,0.0
1,2024-09-25,AZ Alkmaar,Elfsborg,nl,se,3.0,2.0,0.0
2,2024-09-25,Manchester Utd,Twente,eng,nl,1.0,1.0,0.5
3,2024-09-25,Anderlecht,Ferencváros,be,hu,2.0,1.0,0.0
4,2024-09-25,Midtjylland,Hoffenheim,dk,de,1.0,1.0,0.5
5,2024-09-25,Nice,Real Sociedad,fr,es,1.0,1.0,0.5
6,2024-09-25,Dynamo Kyiv,Lazio,ua,it,0.0,3.0,1.0
7,2024-09-25,Galatasaray,PAOK,tr,gr,3.0,1.0,0.0
8,2024-09-25,Ludogorets,Slavia Prague,bg,cz,0.0,2.0,1.0
9,2024-09-26,Malmö,Rangers,se,sct,0.0,2.0,1.0
10,2024-09-26,Fenerbahçe,Union SG,tr,be,2.0,1.0,0.0
11,2024-09-26,Tottenham,Qarabağ,eng,az,3.0,0.0,0.0
12,2024-09-26,Braga,Maccabi Tel Aviv,pt,il,2.0,1.0,0.0
13,2024-09-26,Roma,Athletic Club,it,es,1.0,1.0,0.5
14,2024-09-26,Eint Frankfurt,Viktoria Plzeň,de,cz,3.0,3.0,0.5
15,2024-09-26,Lyon,Olympiacos,fr,gr,2.0,0.0,0.0
16,2024-09-26,Ajax,Beşiktaş,nl,tr,4.0,0.0,0.0
17,2024-09-26,FCSB,FK Rīgas FS,ro,lv,4.0,1.0,0.0
19,2024-10-03,Real Sociedad,Anderlecht,es,be,1.0,2.0,1.0
20,2024-10-03,Ferencváros,Tottenham,hu,eng,1.0,2.0,1.0
21,2024-10-03,Slavia Prague,Ajax,cz,nl,1.0,1.0,0.5
22,2024-10-03,Lazio,Nice,it,fr,4.0,1.0,0.0
23,2024-10-03,Hoffenheim,Dynamo Kyiv,de,ua,2.0,0.0,0.0
24,2024-10-03,Olympiacos,Braga,gr,pt,3.0,0.0,0.0
25,2024-10-03,Maccabi Tel Aviv,Midtjylland,il,dk,0.0,2.0,1.0
26,2024-10-03,FK Rīgas FS,Galatasaray,lv,tr,2.0,2.0,0.5
27,2024-10-03,Porto,Manchester Utd,pt,eng,3.0,3.0,0.5
28,2024-10-03,Rangers,Lyon,sct,fr,1.0,4.0,1.0
29,2024-10-03,Qarabağ,Malmö,az,se,1.0,2.0,1.0
30,2024-10-03,Union SG,Bodø/Glimt,be,no,0.0,0.0,0.5
31,2024-10-03,Twente,Fenerbahçe,nl,tr,1.0,1.0,0.5
32,2024-10-03,Viktoria Plzeň,Ludogorets,cz,bg,0.0,0.0,0.5
33,2024-10-03,Elfsborg,Roma,se,it,1.0,0.0,0.0
34,2024-10-03,Athletic Club,AZ Alkmaar,es,nl,2.0,0.0,0.0
35,2024-10-03,PAOK,FCSB,gr,ro,0.0,1.0,1.0
36,2024-10-03,Beşiktaş,Eint Frankfurt,tr,de,1.0,3.0,1.0
38,2024-10-23,Braga,Bodø/Glimt,pt,no,1.0,2.0,1.0
39,2024-10-23,Galatasaray,Elfsborg,tr,se,4.0,3.0,0.0
40,2024-10-24,Ferencváros,Nice,hu,fr,1.0,0.0,0.0
41,2024-10-24,Midtjylland,Union SG,dk,be,1.0,0.0,0.0
42,2024-10-24,Eint Frankfurt,FK Rīgas FS,de,lv,1.0,0.0,0.0
43,2024-10-24,Roma,Dynamo Kyiv,it,ua,1.0,0.0,0.0
44,2024-10-24,PAOK,Viktoria Plzeň,gr,cz,2.0,2.0,0.5
45,2024-10-24,Maccabi Tel Aviv,Real Sociedad,il,es,1.0,2.0,1.0
46,2024-10-24,Porto,Hoffenheim,pt,de,2.0,0.0,0.0
47,2024-10-24,Tottenham,AZ Alkmaar,eng,nl,1.0,0.0,0.0
48,2024-10-24,Rangers,FCSB,sct,ro,4.0,0.0,0.0
49,2024-10-24,Qarabağ,Ajax,az,nl,0.0,3.0,1.0
50,2024-10-24,Malmö,Olympiacos,se,gr,0.0,1.0,1.0
51,2024-10-24,Anderlecht,Ludogorets,be,bg,2.0,0.0,0.0
52,2024-10-24,Lyon,Beşiktaş,fr,tr,0.0,1.0,1.0
53,2024-10-24,Twente,Lazio,nl,it,0.0,2.0,1.0
54,2024-10-24,Athletic Club,Slavia Prague,es,cz,1.0,0.0,0.0
55,2024-10-24,Fenerbahçe,Manchester Utd,tr,eng,1.0,1.0,0.5
57,2024-11-06,Beşiktaş,Malmö,tr,se,2.0,1.0,0.0
58,2024-11-07,Nice,Twente,fr,nl,2.0,2.0,0.5
59,2024-11-07,Bodø/Glimt,Qarabağ,no,az,1.0,2.0,1.0
60,2024-11-07,Eint Frankfurt,Slavia Prague,de,cz,1.0,0.0,0.0
