,date,hometeam,awayteam,homecountry,awaycountry,homescore,awayscore,result
0,2018-09-20,Rapid Wien,Spartak Moscow,at,ru,2.0,0.0,0.0
1,2018-09-20,Vidi,BATE Borisov,hu,by,0.0,2.0,1.0
2,2018-09-20,Marseille,Eint Frankfurt,fr,de,1.0,2.0,1.0
3,2018-09-20,Lazio,Apollon,it,cy,2.0,1.0,0.0
4,2018-09-20,Villarreal,Rangers,es,sct,2.0,2.0,0.5
5,2018-09-20,Sevilla,Standard Liège,es,be,5.0,1.0,0.0
6,2018-09-20,Genk,Malmö,be,se,2.0,0.0,0.0
7,2018-09-20,Rennes,Jablonec,fr,cz,2.0,1.0,0.0
8,2018-09-20,Dynamo Kyiv,Astana FK,ua,kz,2.0,2.0,0.5
9,2018-09-20,Beşiktaş,Sarpsborg 08,tr,no,3.0,1.0,0.0
10,2018-09-20,PAOK,Chelsea,gr,eng,0.0,1.0,1.0
11,2018-09-20,Akhisarspor,Krasnodar,tr,ru,0.0,1.0,1.0
12,2018-09-20,Arsenal,Vorskla Poltava,eng,ua,4.0,2.0,0.0
13,2018-09-20,Celtic,Rosenborg,sct,no,1.0,0.0,0.0
14,2018-09-20,Sporting CP,Qarabağ,pt,az,2.0,0.0,0.0
15,2018-09-20,FC Copenhagen,Zenit,dk,ru,1.0,1.0,0.5
16,2018-09-20,F91 Dudelange,Milan,lu,it,0.0,1.0,1.0
17,2018-09-20,Dinamo Zagreb,Fenerbahçe,hr,tr,4.0,1.0,0.0
18,2018-09-20,Slavia Prague,Bordeaux,cz,fr,1.0,0.0,0.0
19,2018-09-20,RB Leipzig,RB Salzburg,de,at,2.0,3.0,1.0
20,2018-09-20,Spartak Trnava,Anderlecht,sk,be,1.0,0.0,0.0
21,2018-09-20,AÉK Lárnaka,Zürich,cy,ch,0.0,1.0,1.0
22,2018-09-20,Olympiacos,Betis,gr,es,0.0,0.0,0.5
23,2018-09-20,Ludogorets,Leverkusen,bg,de,2.0,3.0,1.0
25,2018-10-04,Rosenborg,RB Leipzig,no,de,1.0,3.0,1.0
26,2018-10-04,Leverkusen,AÉK Lárnaka,de,cy,4.0,2.0,0.0
27,2018-10-04,Bordeaux,FC Copenhagen,fr,dk,1.0,2.0,1.0
28,2018-10-04,RB Salzburg,Celtic,at,sct,3.0,1.0,0.0
29,2018-10-04,Betis,F91 Dudelange,es,lu,3.0,0.0,0.0
30,2018-10-04,Zürich,Ludogorets,ch,bg,1.0,0.0,0.0
31,2018-10-04,Milan,Olympiacos,it,gr,3.0,1.0,0.0
32,2018-10-04,Anderlecht,Dinamo Zagreb,be,hr,0.0,2.0,1.0
33,2018-10-04,Fenerbahçe,Spartak Trnava,tr,sk,2.0,0.0,0.0
34,2018-10-04,Zenit,Slavia Prague,ru,cz,1.0,0.0,0.0
35,2018-10-04,Vorskla Poltava,Sporting CP,ua,pt,1.0,2.0,1.0
36,2018-10-04,Rangers,Rapid Wien,sct,at,3.0,1.0,0.0
37,2018-10-04,Chelsea,Vidi,eng,hu,1.0,0.0,0.0
38,2018-10-04,Astana FK,Rennes,kz,fr,2.0,0.0,0.0
39,2018-10-04,Qarabağ,Arsenal,az,eng,0.0,3.0,1.0
40,2018-10-04,Sarpsborg 08,Genk,no,be,3.0,1.0,0.0
41,2018-10-04,Standard Liège,Akhisarspor,be,tr,2.0,1.0,0.0
42,2018-10-04,Eint Frankfurt,Lazio,de,it,4.0,1.0,0.0
43,2018-10-04,Malmö,Beşiktaş,se,tr,2.0,0.0,0.0
44,2018-10-04,Jablonec,Dynamo Kyiv,cz,ua,2.0,2.0,0.5
45,2018-10-04,Apollon,Marseille,cy,fr,2.0,2.0,0.5
46,2018-10-04,Krasnodar,Sevilla,ru,es,2.0,1.0,0.0
47,2018-10-04,BATE Borisov,PAOK,by,gr,1.0,4.0,1.0
48,2018-10-04,Spartak Moscow,Villarreal,ru,es,3.0,3.0,0.5
50,2018-10-25,Sporting CP,Arsenal,pt,eng,0.0,1.0,1.0
51,2018-10-25,RB Leipzig,Celtic,de,sct,2.0,0.0,0.0
52,2018-10-25,Spartak Trnava,Dinamo Zagreb,sk,hr,1.0,2.0,1.0
53,2018-10-25,RB Salzburg,Rosenborg,at,no,3.0,0.0,0.0
54,2018-10-25,FC Copenhagen,Slavia Prague,dk,cz,0.0,1.0,1.0
55,2018-10-25,F91 Dudelange,Olympiacos,lu,gr,0.0,2.0,1.0
56,2018-10-25,Milan,Betis,it,es,1.0,2.0,1.0
57,2018-10-25,Anderlecht,Fenerbahçe,be,tr,2.0,2.0,0.5
58,2018-10-25,Zürich,Leverkusen,ch,de,3.0,2.0,0.0
59,2018-10-25,AÉK Lárnaka,Ludogorets,cy,bg,1.0,1.0,0.5
60,2018-10-25,Zenit,Bordeaux,ru,fr,2.0,1.0,0.0
61,2018-10-25,Chelsea,BATE Borisov,eng,by,3.0,1.0,0.0
62,2018-10-25,Rangers,Spartak Moscow,sct,ru,0.0,0.0,0.5
63,2018-10-25,Qarabağ,Vorskla Poltava,az,ua,0.0,1.0,1.0
64,2018-10-25,Villarreal,Rapid Wien,es,at,5.0,0.0,0.0
65,2018-10-25,Sevilla,Akhisarspor,es,tr,6.0,0.0,0.0
66,2018-10-25,Sarpsborg 08,Malmö,no,se,1.0,1.0,0.5
67,2018-10-25,Standard Liège,Krasnodar,be,ru,2.0,1.0,0.0
68,2018-10-25,Jablonec,Astana FK,cz,kz,1.0,1.0,0.5
69,2018-10-25,Marseille,Lazio,fr,it,1.0,3.0,1.0
70,2018-10-25,Rennes,Dynamo Kyiv,fr,ua,1.0,2.0,1.0
71,2018-10-25,Eint Frankfurt,Apollon,de,cy,2.0,0.0,0.0
72,2018-10-25,Beşiktaş,Genk,tr,be,2.0,4.0,1.0
73,2018-10-25,PAOK,Vidi,gr,hu,0.0,2.0,1.0
75,2018-11-08,Fenerbahçe,Anderlecht,tr,be,2.0,0.0,0.0
76,2018-11-08,Lazio,Marseille,it,fr,2.0,1.0,0.0
77,2018-11-08,Malmö,Sarpsborg 08,se,no,1.0,1.0,0.5
78,2018-11-08,Vidi,PAOK,hu,gr,1.0,0.0,0.0
79,2018-11-08,Genk,Beşiktaş,be,tr,1.0,1.0,0.5
80,2018-11-08,Rapid Wien,Villarreal,at,es,0.0,0.0,0.5
81,2018-11-08,Apollon,Eint Frankfurt,cy,de,2.0,3.0,1.0
82,2018-11-08,Dynamo Kyiv,Rennes,ua,fr,3.0,1.0,0.0
83,2018-11-08,Arsenal,Sporting CP,eng,pt,0.0,0.0,0.5
84,2018-11-08,Celtic,RB Leipzig,sct,de,2.0,1.0,0.0
85,2018-11-08,Akhisarspor,Sevilla,tr,es,2.0,3.0,1.0
86,2018-11-08,Spartak Moscow,Rangers,ru,sct,4.0,3.0,0.0
87,2018-11-08,Krasnodar,Standard Liège,ru,be,2.0,1.0,0.0
88,2018-11-08,BATE Borisov,Chelsea,by,eng,0.0,1.0,1.0
89,2018-11-08,Leverkusen,Zürich,de,ch,1.0,0.0,0.0
90,2018-11-08,Rosenborg,RB Salzburg,no,at,2.0,5.0,1.0
91,2018-11-08,Bordeaux,Zenit,fr,ru,1.0,1.0,0.5
92,2018-11-08,Dinamo Zagreb,Spartak Trnava,hr,sk,3.0,1.0,0.0
93,2018-11-08,Betis,Milan,es,it,1.0,1.0,0.5
94,2018-11-08,Slavia Prague,FC Copenhagen,cz,dk,0.0,0.0,0.5
95,2018-11-08,Astana FK,Jablonec,kz,cz,2.0,1.0,0.0
96,2018-11-08,Olympiacos,F91 Dudelange,gr,lu,5.0,1.0,0.0
97,2018-11-08,Ludogorets,AÉK Lárnaka,bg,cy,0.0,0.0,0.5
98,2018-11-08,Vorskla Poltava,Qarabağ,ua,az,0.0,1.0,1.0
100,2018-11-29,Spartak Moscow,Rapid Wien,ru,at,1.0,2.0,1.0
101,2018-11-29,RB Salzburg,RB Leipzig,at,de,1.0,0.0,0.0
102,2018-11-29,Leverkusen,Ludogorets,de,bg,1.0,1.0,0.5
103,2018-11-29,Betis,Olympiacos,es,gr,1.0,0.0,0.0
104,2018-11-29,Bordeaux,Slavia Prague,fr,cz,2.0,0.0,0.0
105,2018-11-29,Anderlecht,Spartak Trnava,be,sk,0.0,0.0,0.5
106,2018-11-29,Zürich,AÉK Lárnaka,ch,cy,1.0,2.0,1.0
107,2018-11-29,Milan,F91 Dudelange,it,lu,5.0,2.0,0.0
108,2018-11-29,Rosenborg,Celtic,no,sct,0.0,1.0,1.0
109,2018-11-29,Vorskla Poltava,Arsenal,ua,eng,0.0,3.0,1.0
110,2018-11-29,Rangers,Villarreal,sct,es,0.0,0.0,0.5
111,2018-11-29,Chelsea,PAOK,eng,gr,4.0,0.0,0.0
112,2018-11-29,BATE Borisov,Vidi,by,hu,2.0,0.0,0.0
113,2018-11-29,Krasnodar,Akhisarspor,ru,tr,2.0,1.0,0.0
114,2018-11-29,Zenit,FC Copenhagen,ru,dk,1.0,0.0,0.0
115,2018-11-29,Fenerbahçe,Dinamo Zagreb,tr,hr,0.0,0.0,0.5
116,2018-11-29,Sarpsborg 08,Beşiktaş,no,tr,2.0,3.0,1.0
117,2018-11-29,Malmö,Genk,se,be,2.0,2.0,0.5
118,2018-11-29,Standard Liège,Sevilla,be,es,1.0,0.0,0.0
119,2018-11-29,Jablonec,Rennes,cz,fr,0.0,1.0,1.0
120,2018-11-29,Eint Frankfurt,Marseille,de,fr,4.0,0.0,0.0
121,2018-11-29,Astana FK,Dynamo Kyiv,kz,ua,0.0,1.0,1.0
122,2018-11-29,Qarabağ,Sporting CP,az,pt,1.0,6.0,1.0
123,2018-11-29,Apollon,Lazio,cy,it,2.0,0.0,0.0
125,2018-12-13,Rennes,Astana FK,fr,kz,2.0,0.0,0.0
126,2018-12-13,Genk,Sarpsborg 08,be,no,4.0,0.0,0.0
127,2018-12-13,Rapid Wien,Rangers,at,sct,1.0,0.0,0.0
128,2018-12-13,Marseille,Apollon,fr,cy,1.0,3.0,1.0
129,2018-12-13,Sevilla,Krasnodar,es,ru,3.0,0.0,0.0
130,2018-12-13,Vidi,Chelsea,hu,eng,2.0,2.0,0.5
131,2018-12-13,Villarreal,Spartak Moscow,es,ru,2.0,0.0,0.0
132,2018-12-13,Lazio,Eint Frankfurt,it,de,1.0,2.0,1.0
133,2018-12-13,Dynamo Kyiv,Jablonec,ua,cz,0.0,1.0,1.0
134,2018-12-13,PAOK,BATE Borisov,gr,by,1.0,3.0,1.0
135,2018-12-13,Sporting CP,Vorskla Poltava,pt,ua,3.0,0.0,0.0
136,2018-12-13,Arsenal,Qarabağ,eng,az,1.0,0.0,0.0
137,2018-12-13,Celtic,RB Salzburg,sct,at,1.0,2.0,1.0
138,2018-12-13,Akhisarspor,Standard Liège,tr,be,0.0,0.0,0.5
139,2018-12-13,Beşiktaş,Malmö,tr,se,0.0,1.0,1.0
140,2018-12-13,RB Leipzig,Rosenborg,de,no,1.0,1.0,0.5
141,2018-12-13,F91 Dudelange,Betis,lu,es,0.0,0.0,0.5
142,2018-12-13,Slavia Prague,Zenit,cz,ru,2.0,0.0,0.0
143,2018-12-13,FC Copenhagen,Bordeaux,dk,fr,0.0,1.0,1.0
144,2018-12-13,Dinamo Zagreb,Anderlecht,hr,be,0.0,0.0,0.5
145,2018-12-13,Spartak Trnava,Fenerbahçe,sk,tr,1.0,0.0,0.0
146,2018-12-13,Ludogorets,Zürich,bg,ch,1.0,1.0,0.5
147,2018-12-13,Olympiacos,Milan,gr,it,3.0,1.0,0.0
148,2018-12-13,AÉK Lárnaka,Leverkusen,cy,de,1.0,5.0,1.0
150,2019-02-12,Fenerbahçe,Zenit,tr,ru,1.0,0.0,0.0
151,2019-02-14,Lazio,Sevilla,it,es,0.0,1.0,1.0
152,2019-02-14,Rapid Wien,Inter,at,it,0.0,1.0,1.0
153,2019-02-14,Slavia Prague,Genk,cz,be,0.0,0.0,0.5
154,2019-02-14,Rennes,Betis,fr,es,3.0,3.0,0.5
155,2019-02-14,Olympiacos,Dynamo Kyiv,gr,ua,2.0,2.0,0.5
156,2019-02-14,Sporting CP,Villarreal,pt,es,0.0,1.0,1.0
157,2019-02-14,Celtic,Valencia,sct,es,0.0,2.0,1.0
158,2019-02-14,BATE Borisov,Arsenal,by,eng,1.0,0.0,0.0
159,2019-02-14,Galatasaray,Benfica,tr,pt,1.0,2.0,1.0
160,2019-02-14,Krasnodar,Leverkusen,ru,de,0.0,0.0,0.5
161,2019-02-14,Viktoria Plzeň,Dinamo Zagreb,cz,hr,2.0,1.0,0.0
162,2019-02-14,Zürich,Napoli,ch,it,1.0,3.0,1.0
163,2019-02-14,Malmö,Chelsea,se,eng,1.0,2.0,1.0
164,2019-02-14,Club Brugge,RB Salzburg,be,at,2.0,1.0,0.0
165,2019-02-14,Shakhtar,Eint Frankfurt,ua,de,2.0,2.0,0.5
