,date,hometeam,awayteam,homecountry,awaycountry,homescore,awayscore,result
0,2023-09-21,Servette FC,Slavia Prague,ch,cz,0.0,2.0,1.0
1,2023-09-21,LASK,Liverpool,at,eng,1.0,3.0,1.0
2,2023-09-21,Leverkusen,Häcken,de,se,4.0,0.0,0.0
3,2023-09-21,Rennes,Maccabi Haifa,fr,il,3.0,0.0,0.0
4,2023-09-21,Union SG,Toulouse,be,fr,1.0,1.0,0.5
5,2023-09-21,Panathinaikos,Villarreal,gr,es,2.0,0.0,0.0
6,2023-09-21,Sheriff Tiraspol,Roma,md,it,1.0,2.0,1.0
7,2023-09-21,Rangers,Betis,sct,es,1.0,0.0,0.0
8,2023-09-21,Brighton,AEK Athens,eng,gr,2.0,3.0,1.0
9,2023-09-21,West Ham,TSC Bačka Top,eng,rs,3.0,1.0,0.0
10,2023-09-21,Qarabağ,Molde,az,no,1.0,0.0,0.0
11,2023-09-21,Atalanta,RKS Raków,it,pl,2.0,0.0,0.0
12,2023-09-21,Sturm Graz,Sporting CP,at,pt,1.0,2.0,1.0
13,2023-09-21,Ajax,Marseille,nl,fr,3.0,3.0,0.5
14,2023-09-21,Sparta Prague,Aris Limassol FC,cz,cy,3.0,2.0,0.0
15,2023-09-21,Olympiacos,Freiburg,gr,de,2.0,3.0,1.0
17,2023-10-05,Sporting CP,Atalanta,pt,it,1.0,2.0,1.0
18,2023-10-05,Marseille,Brighton,fr,eng,2.0,2.0,0.5
19,2023-10-05,Freiburg,West Ham,de,eng,1.0,2.0,1.0
20,2023-10-05,RKS Raków,Sturm Graz,pl,at,0.0,1.0,1.0
21,2023-10-05,TSC Bačka Top,Olympiacos,rs,gr,2.0,2.0,0.5
22,2023-10-05,Betis,Sparta Prague,es,cz,2.0,1.0,0.0
23,2023-10-05,Aris Limassol FC,Rangers,cy,sct,2.0,1.0,0.0
24,2023-10-05,AEK Athens,Ajax,gr,nl,1.0,1.0,0.5
25,2023-10-05,Liverpool,Union SG,eng,be,2.0,0.0,0.0
26,2023-10-05,Slavia Prague,Sheriff Tiraspol,cz,md,6.0,0.0,0.0
27,2023-10-05,Toulouse,LASK,fr,at,1.0,0.0,0.0
28,2023-10-05,Villarreal,Rennes,es,fr,1.0,0.0,0.0
29,2023-10-05,Häcken,Qarabağ,se,az,0.0,1.0,1.0
30,2023-10-05,Roma,Servette FC,it,ch,4.0,0.0,0.0
31,2023-10-05,Molde,Leverkusen,no,de,1.0,2.0,1.0
32,2023-10-05,Maccabi Haifa,Panathinaikos,il,gr,0.0,0.0,0.5
34,2023-10-26,TSC Bačka Top,Freiburg,rs,de,1.0,3.0,1.0
35,2023-10-26,Marseille,AEK Athens,fr,gr,3.0,1.0,0.0
36,2023-10-26,Molde,Häcken,no,se,5.0,1.0,0.0
37,2023-10-26,Sparta Prague,Rangers,cz,sct,0.0,0.0,0.5
38,2023-10-26,Sturm Graz,Atalanta,at,it,2.0,2.0,0.5
39,2023-10-26,RKS Raków,Sporting CP,pl,pt,1.0,1.0,0.5
40,2023-10-26,Aris Limassol FC,Betis,cy,es,0.0,1.0,1.0
41,2023-10-26,Olympiacos,West Ham,gr,eng,2.0,1.0,0.0
42,2023-10-26,Liverpool,Toulouse,eng,fr,5.0,1.0,0.0
43,2023-10-26,Brighton,Ajax,eng,nl,2.0,0.0,0.0
44,2023-10-26,Leverkusen,Qarabağ,de,az,5.0,1.0,0.0
45,2023-10-26,Roma,Slavia Prague,it,cz,2.0,0.0,0.0
46,2023-10-26,Union SG,LASK,be,at,2.0,1.0,0.0
47,2023-10-26,Panathinaikos,Rennes,gr,fr,1.0,2.0,1.0
48,2023-10-26,Sheriff Tiraspol,Servette FC,md,ch,1.0,1.0,0.5
50,2023-11-09,Slavia Prague,Roma,cz,it,2.0,0.0,0.0
51,2023-11-09,Ajax,Brighton,nl,eng,0.0,2.0,1.0
52,2023-11-09,Rennes,Panathinaikos,fr,gr,3.0,1.0,0.0
53,2023-11-09,LASK,Union SG,at,be,3.0,0.0,0.0
54,2023-11-09,Toulouse,Liverpool,fr,eng,3.0,2.0,0.0
55,2023-11-09,Servette FC,Sheriff Tiraspol,ch,md,2.0,1.0,0.0
56,2023-11-09,Maccabi Haifa,Villarreal,il,es,1.0,2.0,1.0
57,2023-11-09,Rangers,Sparta Prague,sct,cz,2.0,1.0,0.0
58,2023-11-09,Sporting CP,RKS Raków,pt,pl,2.0,1.0,0.0
59,2023-11-09,West Ham,Olympiacos,eng,gr,1.0,0.0,0.0
60,2023-11-09,Freiburg,TSC Bačka Top,de,rs,5.0,0.0,0.0
61,2023-11-09,Atalanta,Sturm Graz,it,at,1.0,0.0,0.0
62,2023-11-09,Betis,Aris Limassol FC,es,cy,4.0,1.0,0.0
63,2023-11-09,Häcken,Molde,se,no,1.0,3.0,1.0
64,2023-11-09,Qarabağ,Leverkusen,az,de,0.0,1.0,1.0
65,2023-11-09,AEK Athens,Marseille,gr,fr,0.0,2.0,1.0
67,2023-11-30,Sparta Prague,Betis,cz,es,1.0,0.0,0.0
68,2023-11-30,Freiburg,Olympiacos,de,gr,5.0,0.0,0.0
69,2023-11-30,Atalanta,Sporting CP,it,pt,1.0,1.0,0.5
70,2023-11-30,Sturm Graz,RKS Raków,at,pl,0.0,1.0,1.0
71,2023-11-30,TSC Bačka Top,West Ham,rs,eng,0.0,1.0,1.0
72,2023-11-30,AEK Athens,Brighton,gr,eng,0.0,1.0,1.0
73,2023-11-30,Maccabi Haifa,Rennes,il,fr,0.0,3.0,1.0
74,2023-11-30,Rangers,Aris Limassol FC,sct,cy,1.0,1.0,0.5
75,2023-11-30,Liverpool,LASK,eng,at,4.0,0.0,0.0
76,2023-11-30,Häcken,Leverkusen,se,de,0.0,2.0,1.0
77,2023-11-30,Toulouse,Union SG,fr,be,0.0,0.0,0.5
78,2023-11-30,Servette FC,Roma,ch,it,1.0,1.0,0.5
79,2023-11-30,Molde,Qarabağ,no,az,2.0,2.0,0.5
80,2023-11-30,Villarreal,Panathinaikos,es,gr,3.0,2.0,0.0
81,2023-11-30,Marseille,Ajax,fr,nl,4.0,3.0,0.0
82,2023-11-30,Sheriff Tiraspol,Slavia Prague,md,cz,2.0,3.0,1.0
84,2023-12-06,Villarreal,Maccabi Haifa,es,il,0.0,0.0,0.5
86,2023-12-14,Slavia Prague,Servette FC,cz,ch,4.0,0.0,0.0
87,2023-12-14,Leverkusen,Molde,de,no,5.0,1.0,0.0
88,2023-12-14,Rennes,Villarreal,fr,es,2.0,3.0,1.0
