,date,hometeam,awayteam,homecountry,awaycountry,homescore,awayscore,result
0,2022-09-08,Malmö,Braga,se,pt,0.0,2.0,1.0
1,2022-09-08,Union Berlin,Union SG,de,be,0.0,1.0,1.0
2,2022-09-08,Zürich,Arsenal,ch,eng,1.0,2.0,1.0
3,2022-09-08,PSV Eindhoven,Bodø/Glimt,nl,no,1.0,1.0,0.5
4,2022-09-08,Ludogorets,Roma,bg,it,2.0,1.0,0.0
5,2022-09-08,Fenerbahçe,Dynamo Kyiv,tr,ua,2.0,1.0,0.0
6,2022-09-08,HJK,Betis,fi,es,0.0,2.0,1.0
7,2022-09-08,AÉK Lárnaka,Rennes,cy,fr,1.0,2.0,1.0
8,2022-09-08,Manchester Utd,Real Sociedad,eng,es,0.0,1.0,1.0
9,2022-09-08,Sturm Graz,Midtjylland,at,dk,1.0,0.0,0.0
10,2022-09-08,Freiburg,Qarabağ,de,az,2.0,1.0,0.0
11,2022-09-08,Ferencváros,Trabzonspor,hu,tr,3.0,2.0,0.0
12,2022-09-08,Red Star,Monaco,rs,fr,0.0,1.0,1.0
13,2022-09-08,Lazio,Feyenoord,it,nl,4.0,2.0,0.0
14,2022-09-08,Nantes,Olympiacos,fr,gr,2.0,1.0,0.0
15,2022-09-08,AC Omonia,Sheriff Tiraspol,cy,md,0.0,3.0,1.0
17,2022-09-15,Real Sociedad,AC Omonia,es,cy,2.0,1.0,0.0
18,2022-09-15,Midtjylland,Lazio,dk,it,5.0,1.0,0.0
19,2022-09-15,Feyenoord,Sturm Graz,nl,at,6.0,0.0,0.0
20,2022-09-15,Monaco,Ferencváros,fr,hu,0.0,1.0,1.0
21,2022-09-15,Trabzonspor,Red Star,tr,rs,2.0,1.0,0.0
22,2022-09-15,Olympiacos,Freiburg,gr,de,0.0,3.0,1.0
23,2022-09-15,Sheriff Tiraspol,Manchester Utd,md,eng,0.0,2.0,1.0
24,2022-09-15,Braga,Union Berlin,pt,de,1.0,0.0,0.0
25,2022-09-15,Qarabağ,Nantes,az,fr,3.0,0.0,0.0
26,2022-09-15,Union SG,Malmö,be,se,3.0,2.0,0.0
27,2022-09-15,Rennes,Fenerbahçe,fr,tr,2.0,2.0,0.5
28,2022-09-15,Dynamo Kyiv,AÉK Lárnaka,ua,cy,0.0,1.0,1.0
29,2022-09-15,Roma,HJK,it,fi,3.0,0.0,0.0
30,2022-09-15,Bodø/Glimt,Zürich,no,ch,2.0,1.0,0.0
31,2022-09-15,Betis,Ludogorets,es,bg,3.0,2.0,0.0
33,2022-10-06,Zürich,PSV Eindhoven,ch,nl,1.0,5.0,1.0
34,2022-10-06,Malmö,Union Berlin,se,de,0.0,1.0,1.0
35,2022-10-06,Monaco,Trabzonspor,fr,tr,3.0,1.0,0.0
36,2022-10-06,Red Star,Ferencváros,rs,hu,4.0,1.0,0.0
37,2022-10-06,Sturm Graz,Lazio,at,it,0.0,0.0,0.5
38,2022-10-06,HJK,Ludogorets,fi,bg,1.0,1.0,0.5
39,2022-10-06,AC Omonia,Manchester Utd,cy,eng,2.0,3.0,1.0
40,2022-10-06,Sheriff Tiraspol,Real Sociedad,md,es,0.0,2.0,1.0
41,2022-10-06,Arsenal,Bodø/Glimt,eng,no,3.0,0.0,0.0
42,2022-10-06,Braga,Union SG,pt,be,1.0,2.0,1.0
43,2022-10-06,Roma,Betis,it,es,1.0,2.0,1.0
44,2022-10-06,Freiburg,Nantes,de,fr,2.0,0.0,0.0
45,2022-10-06,Midtjylland,Feyenoord,dk,nl,2.0,2.0,0.5
46,2022-10-06,Rennes,Dynamo Kyiv,fr,ua,2.0,1.0,0.0
47,2022-10-06,Olympiacos,Qarabağ,gr,az,0.0,3.0,1.0
48,2022-10-06,Fenerbahçe,AÉK Lárnaka,tr,cy,2.0,0.0,0.0
50,2022-10-13,Union SG,Braga,be,pt,3.0,3.0,0.5
51,2022-10-13,Bodø/Glimt,Arsenal,no,eng,0.0,1.0,1.0
52,2022-10-13,Nantes,Freiburg,fr,de,0.0,4.0,1.0
53,2022-10-13,Betis,Roma,es,it,1.0,1.0,0.5
54,2022-10-13,Feyenoord,Midtjylland,nl,dk,2.0,2.0,0.5
55,2022-10-13,Dynamo Kyiv,Rennes,ua,fr,0.0,1.0,1.0
56,2022-10-13,AÉK Lárnaka,Fenerbahçe,cy,tr,1.0,2.0,1.0
57,2022-10-13,Manchester Utd,AC Omonia,eng,cy,1.0,0.0,0.0
58,2022-10-13,Qarabağ,Olympiacos,az,gr,0.0,0.0,0.5
59,2022-10-13,Real Sociedad,Sheriff Tiraspol,es,md,3.0,0.0,0.0
60,2022-10-13,PSV Eindhoven,Zürich,nl,ch,5.0,0.0,0.0
61,2022-10-13,Union Berlin,Malmö,de,se,1.0,0.0,0.0
62,2022-10-13,Ferencváros,Red Star,hu,rs,2.0,1.0,0.0
63,2022-10-13,Lazio,Sturm Graz,it,at,2.0,2.0,0.5
64,2022-10-13,Ludogorets,HJK,bg,fi,2.0,0.0,0.0
65,2022-10-13,Trabzonspor,Monaco,tr,fr,4.0,0.0,0.0
67,2022-10-20,Arsenal,PSV Eindhoven,eng,nl,1.0,0.0,0.0
69,2022-10-27,Lazio,Midtjylland,it,dk,2.0,1.0,0.0
70,2022-10-27,Union Berlin,Braga,de,pt,1.0,0.0,0.0
71,2022-10-27,PSV Eindhoven,Arsenal,nl,eng,2.0,0.0,0.0
