Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2023-2024,1,2023-07-28,Obolon-Brovar Kyiv,FK Kolos,0,0,0.5
2023-2024,1,2023-07-28,Veres Rivne,FC Polissya Zhytomyr,0,2,0.0
2023-2024,1,2023-07-29,Рух,Zorya Luhansk,2,1,1.0
2023-2024,1,2023-07-29,FK Metalist 1925 Kharkiv,Shakhtar,1,2,0.0
2023-2024,1,2023-07-30,FC LNZ Cherkasy,Chornomorets Odesa,0,2,0.0
2023-2024,1,2023-07-30,Dynamo Kyiv,FK Mynai,4,1,1.0
2023-2024,1,2023-07-30,FC Oleksandriya,Kryvbas Kryvyi Rih,1,0,1.0
2023-2024,2,2023-08-02,Veres Rivne,Shakhtar,1,1,0.5
2023-2024,2,2023-08-04,Obolon-Brovar Kyiv,Dynamo Kyiv,2,4,0.0
2023-2024,2,2023-08-05,FK Mynai,FC LNZ Cherkasy,0,3,0.0
2023-2024,2,2023-08-05,FC Oleksandriya,FK Metalist 1925 Kharkiv,1,0,1.0
2023-2024,2,2023-08-06,SK Dnipro-1,FC Polissya Zhytomyr,2,1,1.0
2023-2024,2,2023-08-06,Zorya Luhansk,Kryvbas Kryvyi Rih,1,3,0.0
2023-2024,2,2023-08-06,FK Kolos,Chornomorets Odesa,2,0,1.0
2023-2024,2,2023-08-06,Рух,Vorskla Poltava,4,1,1.0
2023-2024,3,2023-08-12,Chornomorets Odesa,Obolon-Brovar Kyiv,2,0,1.0
2023-2024,3,2023-08-12,FK Kolos,Veres Rivne,2,0,1.0
2023-2024,3,2023-08-12,FC Polissya Zhytomyr,Рух,0,1,0.0
2023-2024,3,2023-08-13,FK Mynai,SK Dnipro-1,1,1,0.5
2023-2024,3,2023-08-13,Vorskla Poltava,Zorya Luhansk,1,2,0.0
2023-2024,3,2023-08-13,Kryvbas Kryvyi Rih,FC LNZ Cherkasy,2,0,1.0
2023-2024,3,2023-08-14,Shakhtar,FC Oleksandriya,2,1,1.0
2023-2024,4,2023-08-18,FC LNZ Cherkasy,FC Polissya Zhytomyr,1,2,0.0
2023-2024,4,2023-08-18,Zorya Luhansk,FC Oleksandriya,0,0,0.5
2023-2024,4,2023-08-19,Veres Rivne,Vorskla Poltava,1,2,0.0
2023-2024,4,2023-08-19,FK Metalist 1925 Kharkiv,FK Mynai,1,0,1.0
2023-2024,4,2023-08-19,Рух,FK Kolos,1,1,0.5
2023-2024,4,2023-08-20,SK Dnipro-1,Obolon-Brovar Kyiv,1,2,0.0
2023-2024,4,2023-08-20,Chornomorets Odesa,Dynamo Kyiv,3,2,1.0
2023-2024,4,2023-08-20,Kryvbas Kryvyi Rih,Shakhtar,3,3,0.5
2023-2024,5,2023-08-26,FC LNZ Cherkasy,FK Metalist 1925 Kharkiv,0,1,0.0
2023-2024,5,2023-08-26,FC Oleksandriya,FC Polissya Zhytomyr,0,3,0.0
2023-2024,5,2023-08-27,FK Mynai,Zorya Luhansk,1,1,0.5
2023-2024,5,2023-08-27,FK Kolos,Shakhtar,0,2,0.0
2023-2024,5,2023-08-27,Vorskla Poltava,Chornomorets Odesa,2,1,1.0
2023-2024,5,2023-08-28,Obolon-Brovar Kyiv,Kryvbas Kryvyi Rih,0,0,0.5
2023-2024,6,2023-09-01,Veres Rivne,Chornomorets Odesa,3,1,1.0
2023-2024,6,2023-09-02,FK Mynai,Shakhtar,1,4,0.0
2023-2024,6,2023-09-02,FC Polissya Zhytomyr,Obolon-Brovar Kyiv,2,0,1.0
2023-2024,6,2023-09-02,Vorskla Poltava,FC Oleksandriya,1,0,1.0
2023-2024,6,2023-09-03,SK Dnipro-1,FC LNZ Cherkasy,0,0,0.5
2023-2024,6,2023-09-03,FK Kolos,Kryvbas Kryvyi Rih,0,3,0.0
2023-2024,6,2023-09-03,Рух,FK Metalist 1925 Kharkiv,1,1,0.5
2023-2024,7,2023-09-15,FK Metalist 1925 Kharkiv,Zorya Luhansk,2,1,1.0
2023-2024,7,2023-09-16,Chornomorets Odesa,FC Polissya Zhytomyr,1,0,1.0
2023-2024,7,2023-09-16,Shakhtar,Obolon-Brovar Kyiv,1,0,1.0
2023-2024,7,2023-09-16,FC Oleksandriya,FK Mynai,1,1,0.5
2023-2024,7,2023-09-17,FC LNZ Cherkasy,Рух,2,1,1.0
2023-2024,7,2023-09-17,SK Dnipro-1,FK Kolos,1,1,0.5
2023-2024,7,2023-09-17,Kryvbas Kryvyi Rih,Veres Rivne,2,1,1.0
2023-2024,7,2023-09-18,Dynamo Kyiv,Vorskla Poltava,2,0,1.0
2023-2024,8,2023-09-22,Obolon-Brovar Kyiv,Veres Rivne,0,0,0.5
2023-2024,8,2023-09-22,FC Oleksandriya,Chornomorets Odesa,1,5,0.0
2023-2024,8,2023-09-23,FC LNZ Cherkasy,Dynamo Kyiv,2,4,0.0
2023-2024,8,2023-09-23,FC Polissya Zhytomyr,FK Mynai,2,1,1.0
2023-2024,8,2023-09-23,Vorskla Poltava,Kryvbas Kryvyi Rih,1,4,0.0
2023-2024,8,2023-09-23,Рух,Shakhtar,1,1,0.5
2023-2024,8,2023-09-24,Zorya Luhansk,SK Dnipro-1,0,1,0.0
2023-2024,8,2023-09-24,FK Metalist 1925 Kharkiv,FK Kolos,0,0,0.5
2023-2024,9,2023-09-30,Veres Rivne,FC LNZ Cherkasy,0,0,0.5
2023-2024,9,2023-09-30,Shakhtar,Vorskla Poltava,1,2,0.0
2023-2024,9,2023-09-30,Chornomorets Odesa,Zorya Luhansk,0,0,0.5
2023-2024,9,2023-10-01,FK Mynai,Obolon-Brovar Kyiv,0,1,0.0
2023-2024,9,2023-10-01,Kryvbas Kryvyi Rih,Рух,1,3,0.0
2023-2024,9,2023-10-01,FK Kolos,FC Polissya Zhytomyr,0,0,0.5
2023-2024,9,2023-10-01,Dynamo Kyiv,FC Oleksandriya,4,2,1.0
2023-2024,9,2023-10-02,SK Dnipro-1,FK Metalist 1925 Kharkiv,1,0,1.0
2023-2024,10,2023-10-06,FC Polissya Zhytomyr,Dynamo Kyiv,3,2,1.0
2023-2024,10,2023-10-07,SK Dnipro-1,Veres Rivne,2,0,1.0
2023-2024,10,2023-10-07,FC LNZ Cherkasy,FC Oleksandriya,0,0,0.5
2023-2024,10,2023-10-07,FK Kolos,Vorskla Poltava,0,0,0.5
2023-2024,10,2023-10-08,Obolon-Brovar Kyiv,FK Metalist 1925 Kharkiv,1,0,1.0
2023-2024,10,2023-10-08,Рух,FK Mynai,0,0,0.5
2023-2024,10,2023-10-08,Kryvbas Kryvyi Rih,Chornomorets Odesa,1,0,1.0
2023-2024,11,2023-10-20,Obolon-Brovar Kyiv,Zorya Luhansk,2,4,0.0
2023-2024,11,2023-10-20,FK Metalist 1925 Kharkiv,Kryvbas Kryvyi Rih,1,3,0.0
2023-2024,11,2023-10-21,Chornomorets Odesa,FK Mynai,3,0,1.0
2023-2024,11,2023-10-21,Shakhtar,FC LNZ Cherkasy,3,0,1.0
2023-2024,11,2023-10-21,FC Oleksandriya,FK Kolos,0,1,0.0
2023-2024,11,2023-10-22,Veres Rivne,Рух,2,5,0.0
2023-2024,11,2023-10-22,Vorskla Poltava,FC Polissya Zhytomyr,0,3,0.0
2023-2024,11,2023-10-22,Dynamo Kyiv,SK Dnipro-1,0,1,0.0
2023-2024,1,2023-10-25,Vorskla Poltava,SK Dnipro-1,2,3,0.0
2023-2024,12,2023-10-28,Kryvbas Kryvyi Rih,SK Dnipro-1,3,0,1.0
2023-2024,12,2023-10-28,FK Kolos,Dynamo Kyiv,1,1,0.5
2023-2024,12,2023-10-28,Zorya Luhansk,FC Polissya Zhytomyr,0,1,0.0
2023-2024,12,2023-10-28,Рух,FC Oleksandriya,0,0,0.5
2023-2024,12,2023-10-29,FK Mynai,Veres Rivne,0,0,0.5
2023-2024,12,2023-10-29,FC LNZ Cherkasy,Obolon-Brovar Kyiv,3,0,1.0
2023-2024,12,2023-10-29,Vorskla Poltava,FK Metalist 1925 Kharkiv,2,2,0.5
2023-2024,5,2023-11-01,Рух,SK Dnipro-1,0,2,0.0
2023-2024,13,2023-11-03,Dynamo Kyiv,Shakhtar,0,1,0.0
2023-2024,13,2023-11-04,FC LNZ Cherkasy,FK Kolos,1,1,0.5
2023-2024,13,2023-11-05,FK Mynai,Vorskla Poltava,0,0,0.5
2023-2024,13,2023-11-05,FK Metalist 1925 Kharkiv,Chornomorets Odesa,2,1,1.0
2023-2024,13,2023-11-05,Veres Rivne,Zorya Luhansk,2,2,0.5
2023-2024,13,2023-11-06,FC Polissya Zhytomyr,Kryvbas Kryvyi Rih,1,1,0.5
2023-2024,13,2023-11-06,SK Dnipro-1,FC Oleksandriya,1,0,1.0
2023-2024,13,2023-11-06,Рух,Obolon-Brovar Kyiv,2,2,0.5
2023-2024,14,2023-11-10,FK Kolos,FK Mynai,2,0,1.0
2023-2024,14,2023-11-11,Obolon-Brovar Kyiv,Vorskla Poltava,0,1,0.0
