Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2024-2025,1,2024-08-03,Veres Rivne,Karpaty Lviv,0.0,0.0,0.5
2024-2025,1,2024-08-03,Kryvbas Kryvyi Rih,Chornomorets Odesa,1.0,0.0,1.0
2024-2025,1,2024-08-04,FC LNZ Cherkasy,FK Livyi Bereh,1.0,0.0,1.0
2024-2025,1,2024-08-04,Obolon-Brovar Kyiv,FK Kolos,2.0,2.0,0.5
2024-2025,1,2024-08-04,Vorskla Poltava,Shakhtar,0.0,5.0,0.0
2024-2025,1,2024-08-04,Zorya Luhansk,FK Inhulets,2.0,1.0,1.0
2024-2025,2,2024-08-09,FK Livyi Bereh,Vorskla Poltava,0.0,3.0,0.0
2024-2025,2,2024-08-09,Veres Rivne,Dynamo Kyiv,1.0,2.0,0.0
2024-2025,2,2024-08-10,Chornomorets Odesa,Zorya Luhansk,0.0,1.0,0.0
2024-2025,2,2024-08-10,FK Kolos,FK Inhulets,0.0,0.0,0.5
2024-2025,2,2024-08-11,Obolon-Brovar Kyiv,Рух,0.0,4.0,0.0
2024-2025,2,2024-08-11,Karpaty Lviv,Kryvbas Kryvyi Rih,3.0,0.0,1.0
2024-2025,2,2024-08-11,Shakhtar,FC Polissya Zhytomyr,0.0,1.0,0.0
2024-2025,2,2024-08-12,FC LNZ Cherkasy,FC Oleksandriya,0.0,2.0,0.0
2024-2025,3,2024-08-16,Chornomorets Odesa,FK Kolos,1.0,0.0,1.0
2024-2025,3,2024-08-16,Vorskla Poltava,Obolon-Brovar Kyiv,2.0,0.0,1.0
2024-2025,3,2024-08-17,Zorya Luhansk,FC Oleksandriya,1.0,2.0,0.0
2024-2025,3,2024-08-17,FC Polissya Zhytomyr,FK Inhulets,1.0,1.0,0.5
2024-2025,3,2024-08-17,Karpaty Lviv,Dynamo Kyiv,1.0,3.0,0.0
2024-2025,3,2024-08-18,Veres Rivne,Kryvbas Kryvyi Rih,0.0,2.0,0.0
2024-2025,3,2024-08-18,FC LNZ Cherkasy,Рух,3.0,1.0,1.0
2024-2025,3,2024-08-18,FK Livyi Bereh,Shakhtar,0.0,1.0,0.0
2024-2025,4,2024-08-24,FC Oleksandriya,Shakhtar,4.0,3.0,1.0
2024-2025,4,2024-08-25,FC Polissya Zhytomyr,Obolon-Brovar Kyiv,4.0,0.0,1.0
2024-2025,4,2024-08-25,Рух,Zorya Luhansk,3.0,0.0,1.0
2024-2025,4,2024-08-25,Kryvbas Kryvyi Rih,FK Inhulets,1.0,1.0,0.5
2024-2025,4,2024-08-26,FK Livyi Bereh,Chornomorets Odesa,1.0,0.0,1.0
2024-2025,4,2024-08-26,FK Kolos,Veres Rivne,0.0,1.0,0.0
2024-2025,4,2024-08-26,FC LNZ Cherkasy,Karpaty Lviv,2.0,1.0,1.0
2024-2025,5,2024-08-30,Obolon-Brovar Kyiv,Zorya Luhansk,0.0,2.0,0.0
2024-2025,5,2024-08-30,Рух,FK Inhulets,5.0,0.0,1.0
2024-2025,5,2024-08-31,Karpaty Lviv,Vorskla Poltava,1.0,1.0,0.5
2024-2025,5,2024-08-31,FC Oleksandriya,FK Kolos,2.0,1.0,1.0
2024-2025,5,2024-08-31,Chornomorets Odesa,FC Polissya Zhytomyr,1.0,4.0,0.0
2024-2025,5,2024-09-01,Veres Rivne,FK Livyi Bereh,1.0,3.0,0.0
2024-2025,5,2024-09-01,Dynamo Kyiv,FC LNZ Cherkasy,1.0,0.0,1.0
2024-2025,6,2024-09-13,Obolon-Brovar Kyiv,FC Oleksandriya,0.0,0.0,0.5
2024-2025,6,2024-09-14,Chornomorets Odesa,FK Inhulets,1.0,0.0,1.0
2024-2025,6,2024-09-14,Zorya Luhansk,Dynamo Kyiv,0.0,2.0,0.0
2024-2025,6,2024-09-14,Shakhtar,Karpaty Lviv,5.0,2.0,1.0
2024-2025,6,2024-09-15,Vorskla Poltava,Рух,0.0,0.0,0.5
2024-2025,6,2024-09-15,FK Livyi Bereh,Kryvbas Kryvyi Rih,0.0,1.0,0.0
2024-2025,6,2024-09-15,FC Polissya Zhytomyr,Veres Rivne,2.0,1.0,1.0
2024-2025,6,2024-09-16,FK Kolos,FC LNZ Cherkasy,1.0,1.0,0.5
2024-2025,4,2024-09-18,Dynamo Kyiv,Vorskla Poltava,3.0,1.0,1.0
2024-2025,7,2024-09-21,Chornomorets Odesa,Karpaty Lviv,0.0,0.0,0.5
2024-2025,7,2024-09-21,FC Oleksandriya,FK Livyi Bereh,2.0,0.0,1.0
2024-2025,7,2024-09-21,Dynamo Kyiv,Рух,0.0,0.0,0.5
2024-2025,7,2024-09-22,Veres Rivne,FK Inhulets,2.0,2.0,0.5
2024-2025,7,2024-09-22,Kryvbas Kryvyi Rih,Vorskla Poltava,1.0,1.0,0.5
2024-2025,7,2024-09-22,FC Polissya Zhytomyr,FC LNZ Cherkasy,1.0,1.0,0.5
2024-2025,7,2024-09-23,FK Kolos,Zorya Luhansk,1.0,0.0,1.0
