Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2016-2017,Regular season,1,2016-07-22,Shakhtar,Zirka,4,1,1.0
2016-2017,Regular season,1,2016-07-23,Stal Kamianske,Karpaty Lviv,0,3,0.0
2016-2017,Regular season,1,2016-07-23,Vorskla Poltava,Chornomorets,1,0,1.0
2016-2017,Regular season,1,2016-07-23,Dynamo Kyiv,FC Oleksandriya,5,1,1.0
2016-2017,Regular season,1,2016-07-24,Zorya Luhansk,Olimpik Donetsk,3,0,1.0
2016-2017,Regular season,1,2016-07-24,FC Dnipro,Volyn Lutsk,5,0,1.0
2016-2017,Regular season,2,2016-07-30,Volyn Lutsk,Olimpik Donetsk,2,2,0.5
2016-2017,Regular season,2,2016-07-30,Zirka,Zorya Luhansk,1,1,0.5
2016-2017,Regular season,2,2016-07-30,Chornomorets,Shakhtar,1,4,0.0
2016-2017,Regular season,2,2016-07-31,FC Dnipro,Stal Kamianske,1,1,0.5
2016-2017,Regular season,2,2016-07-31,Karpaty Lviv,Dynamo Kyiv,0,2,0.0
2016-2017,Regular season,2,2016-07-31,FC Oleksandriya,Vorskla Poltava,3,2,1.0
2016-2017,Regular season,3,2016-08-06,Stal Kamianske,Volyn Lutsk,1,0,1.0
2016-2017,Regular season,3,2016-08-06,Dynamo Kyiv,FC Dnipro,1,0,1.0
2016-2017,Regular season,3,2016-08-07,Olimpik Donetsk,Zirka,4,2,1.0
2016-2017,Regular season,3,2016-08-07,Shakhtar,FC Oleksandriya,1,0,1.0
2016-2017,Regular season,3,2016-08-07,Vorskla Poltava,Karpaty Lviv,1,1,0.5
2016-2017,Regular season,3,2016-08-07,Zorya Luhansk,Chornomorets,4,0,1.0
2016-2017,Regular season,4,2016-08-12,Karpaty Lviv,Shakhtar,2,3,0.0
2016-2017,Regular season,4,2016-08-13,Volyn Lutsk,Zirka,1,0,1.0
2016-2017,Regular season,4,2016-08-13,FC Oleksandriya,Zorya Luhansk,0,1,0.0
2016-2017,Regular season,4,2016-08-13,FC Dnipro,Vorskla Poltava,1,1,0.5
2016-2017,Regular season,4,2016-08-14,Chornomorets,Olimpik Donetsk,3,0,1.0
2016-2017,Regular season,4,2016-08-14,Stal Kamianske,Dynamo Kyiv,1,2,0.0
